ID	DOCULECT	CONCEPT	IPA
881	MUNDARI	sit	dub
882	BAHNAR	stand	doŋ
883	VIETNAMESE	stand	duŋ ʒaj
884	RUC	stand	taŋ
885	MON	stand	tuiw
886	NYAKUR	stand	jən
887	KHMER	stand	ʒʰar
888	KUI_THAILAND	stand	tejəŋ
889	SEMAI	stand	ʒiɲʒək
890	WA	stand	t͡ʃuŋ
891	DEANG	stand	ʒaŋ
892	KHMU	stand	tən
893	KSINMUL	stand	t͡ʃal
894	KHASI	stand	ieŋ
895	MUNDARI	stand	tiŋɡu
896	JEH	give	doh
897	BAHNAR	give	an
898	CHRAU	give	an
899	VIETNAMESE	give	to
900	MON	give	kuiw
901	NYAKUR	give	kul
902	KHMER	give	oj
903	KUI_THAILAND	give	an
904	SEMAI	give	ok
905	WA	give	toʔ
906	DEANG	give	don
907	KHMU	give	un
908	KSINMUL	give	mah
909	MUNDARI	give	om
910	JEH	say	tətah
911	BAHNAR	say	pəma
912	CHRAU	say	paɲ
913	VIETNAMESE	say	raŋ
914	RUC	say	t͡ʃol
915	MON	say	huim
916	NYAKUR	say	pʰut
917	KHMER	say	srəti
918	SEMAI	say	pder
919	WA	say	krai
920	DEANG	say	ɡrai
921	KHMU	say	lo
922	KSINMUL	say	waw
923	KHASI	say	oŋ
924	MUNDARI	say	men
925	JEH	sun	matŋaj
926	BAHNAR	sun	nar
927	CHRAU	sun	mat nar
928	VIETNAMESE	sun	mat t͡ʃoi
929	RUC	sun	mətpləj
930	MON	sun	tŋaj
931	NYAKUR	sun	hãj
932	KHMER	sun	tʰəŋaj
933	KUI_THAILAND	sun	məniaŋ
934	SEMAI	sun	matʒis
935	WA	sun	siŋaiʔ
936	DEANG	sun	sŋoi
937	KHMU	sun	matpri
938	KSINMUL	sun	t͡ʃəlŋe
939	KHASI	sun	sŋi
940	MUNDARI	sun	siŋɡi
941	JEH	moon	kʰei
942	BAHNAR	moon	kʰei
943	CHRAU	moon	kʰaj
944	VIETNAMESE	moon	t͡ʃaŋ
945	MON	moon	ɡatu
946	NYAKUR	moon	ntuʔ
947	KHMER	moon	kʰɛ
948	KUI_THAILAND	moon	mpʰriaŋsai
949	SEMAI	moon	ɡt͡ʃɛʔ
950	WA	moon	kʰiʔ
951	DEANG	moon	plaŋ kiar
952	KHMU	moon	moŋ
953	KSINMUL	moon	blah
954	KHASI	moon	binai
955	JEH	star	hloŋ
956	BAHNAR	star	səŋloŋ
957	CHRAU	star	simaɲ
958	RUC	star	kumiɲ
959	MON	star	saman
960	KHMER	star	pʰəkaj
961	KUI_THAILAND	star	ntar
962	SEMAI	star	prloj
963	WA	star	simʔuiŋ
964	DEANG	star	sman
965	KHMU	star	sərmin
966	KSINMUL	star	məɲ
967	KHASI	star	kʰlur
968	MUNDARI	star	ipil
969	JEH	water	dak
970	BAHNAR	water	dak
971	CHRAU	water	daʔ
972	VIETNAMESE	water	nuok
973	RUC	water	daʔ
974	MON	water	dak
975	NYAKUR	water	dak
976	KHMER	water	dək
977	KUI_THAILAND	water	diaʔ
978	SEMAI	water	tew
979	WA	water	rom
980	DEANG	water	om
981	KHMU	water	om
982	KSINMUL	water	hot
983	KHASI	water	um
984	MUNDARI	water	daʔ
985	JEH	rain	mriah
986	BAHNAR	rain	mi
987	CHRAU	rain	mi
988	VIETNAMESE	rain	mua
989	RUC	rain	kuməa
990	MON	rain	braj
991	NYAKUR	rain	pʰrɛj
992	KHMER	rain	bʰliəŋ
993	KUI_THAILAND	rain	məmia
994	SEMAI	rain	maniʔ
995	WA	rain	lʰɛʔ
996	DEANG	rain	klai
997	KHMU	rain	kəma
998	KSINMUL	rain	əmə
999	KHASI	rain	slap
1000	MUNDARI	rain	ɡama
1001	JEH	stone	təmou
1002	BAHNAR	stone	təmo
1003	CHRAU	stone	tamo
1004	VIETNAMESE	stone	da
1005	RUC	stone	lata
1006	MON	stone	tmoʔ
1007	NYAKUR	stone	hmoʔ
1008	KHMER	stone	tʰəmo
1009	KUI_THAILAND	stone	təmau
1010	WA	stone	si mauʔ
1011	DEANG	stone	mau
1012	KHMU	stone	klaŋ
1013	KSINMUL	stone	əliəŋ
1014	KHASI	stone	maw
1015	MUNDARI	stone	diri
1016	JEH	sand	t͡ʃoih
1017	BAHNAR	sand	t͡ʃuəh
1018	CHRAU	sand	t͡ʃʷoh
1019	VIETNAMESE	sand	kat
1020	RUC	sand	təkat͡ʃ
1021	MON	sand	bti
1022	NYAKUR	sand	ntəl
1023	KHMER	sand	kʰəsat͡ʃ
1024	WA	sand	mʰaik
1025	DEANG	sand	kʰaiʔ
1026	KHMU	sand	t͡ʃres
1027	KHASI	sand	sʰiap
1028	MUNDARI	sand	ɡitil
1029	JEH	earth	neh
1030	BAHNAR	earth	tɛh
1031	CHRAU	earth	nteh
1032	VIETNAMESE	earth	dat
1033	MON	earth	ti
1034	NYAKUR	earth	tiʔ
1035	KHMER	earth	ti
1036	KUI_THAILAND	earth	kətɛʔ
1037	SEMAI	earth	teʔ
1038	WA	earth	tɛʔ
1039	DEANG	earth	kʼtai
1040	KHMU	earth	pəte
1041	KSINMUL	earth	kəte
1042	KHASI	earth	pirtʰei
1043	MUNDARI	earth	ote
1044	JEH	cloud	kəsok
1045	BAHNAR	cloud	həməl
1046	CHRAU	cloud	tuʔ
1047	VIETNAMESE	cloud	mad͡ʒ
1048	RUC	cloud	məl
1049	MON	cloud	matbrai
1050	NYAKUR	cloud	mok
1051	KHMER	cloud	bəbok
1052	KUI_THAILAND	cloud	hlət
1053	WA	cloud	paiʔom
1054	DEANG	cloud	ⁿʰʔut
1055	KHMU	cloud	put
1056	KSINMUL	cloud	mok
1057	KHASI	cloud	lʲʼoh
1058	MUNDARI	cloud	rimil
1059	JEH	smoke	hnuai
1060	BAHNAR	smoke	ɲui
1061	CHRAU	smoke	ɲuʔ
1062	VIETNAMESE	smoke	kxoi
1063	RUC	smoke	kahoj
1064	MON	smoke	jak
1065	NYAKUR	smoke	jak
1066	KHMER	smoke	pʰəsɛŋ
1067	KUI_THAILAND	smoke	mpiʔ
1068	SEMAI	smoke	t͡ʃul
1069	WA	smoke	tauʔ
1070	DEANG	smoke	toʔ
1071	KHMU	smoke	pətə
1072	KSINMUL	smoke	pətow
1073	KHASI	smoke	ⁿdem
1074	MUNDARI	smoke	sukul
1075	JEH	fire	on
1076	BAHNAR	fire	uɲ
1077	CHRAU	fire	uɲ
1078	VIETNAMESE	fire	lua
1079	RUC	fire	kurʰ
1080	MON	fire	pamat
1081	NYAKUR	fire	kəmat
1082	KHMER	fire	bʰlaəŋ
1083	KUI_THAILAND	fire	uh
1084	SEMAI	fire	os
1085	WA	fire	ŋu
1086	DEANG	fire	ŋar
1087	KHMU	fire	pərləa
1088	KSINMUL	fire	həɡoŋ
1089	KHASI	fire	diŋ
1090	MUNDARI	fire	seŋɡel
1091	JEH	ashes	luŋ lok
1092	BAHNAR	ashes	həjok
1093	CHRAU	ashes	vuh
1094	VIETNAMESE	ashes	t͡ʃo
1095	RUC	ashes	təpɛh
1096	MON	ashes	pateŋ
1097	NYAKUR	ashes	pətiɲ
1098	KHMER	ashes	pʰɛh
1099	KUI_THAILAND	ashes	pʰaʔ
1100	SEMAI	ashes	ɡŋhəl
1101	WA	ashes	ɲauʔ
1102	DEANG	ashes	kʼfaŋ
1103	KHMU	ashes	poh
1104	KSINMUL	ashes	əboh
1105	KHASI	ashes	dipei
1106	MUNDARI	ashes	toroeʔ
1107	CHRAU	burn	ŋit
1108	RUC	burn	takat
1109	MON	burn	tau
1110	NYAKUR	burn	kʰlak
1111	KHMER	burn	tut
1112	KUI_THAILAND	burn	t͡ʃaŋ
1113	WA	burn	kəik
1114	KHMU	burn	pok
1115	KHASI	burn	iŋ
1116	MUNDARI	burn	ro
1117	JEH	road	traŋ
1118	BAHNAR	road	troŋ
1119	CHRAU	road	troŋ
1120	VIETNAMESE	road	duoŋ
1121	MON	road	traw
1122	NYAKUR	road	trew
1123	KHMER	road	ʒəluw tʰənal
1124	KUI_THAILAND	road	kəna
1125	SEMAI	road	nuŋ
1126	WA	road	kraʔ
1127	DEANG	road	ndɛŋ
1128	KHMU	road	ŋor
1129	KSINMUL	road	tum
1130	KHASI	road	surok
1131	MUNDARI	road	hora
1132	JEH	mountain	ŋuk
1133	BAHNAR	mountain	koŋ
1134	CHRAU	mountain	ɡuŋ
1135	VIETNAMESE	mountain	nui
1136	RUC	mountain	t͡ʃət
1137	MON	mountain	duiw
1138	NYAKUR	mountain	kur
1139	KHMER	mountain	bʰənom
1140	KUI_THAILAND	mountain	bru
1141	SEMAI	mountain	lot
1142	WA	mountain	ɡoŋ
1143	DEANG	mountain	svr
1144	KHMU	mountain	mok
1145	KSINMUL	mountain	kʰeɡaŋ
1146	KHASI	mountain	limbah
1147	MUNDARI	mountain	buru
1148	JEH	red	dum
1149	BAHNAR	red	bre
1150	CHRAU	red	prho
1151	VIETNAMESE	red	do
1152	RUC	red	to
1153	MON	red	bkat
1154	NYAKUR	red	pʰələɲ
1155	KHMER	red	krəham
1156	KUI_THAILAND	red	ksaw
1157	SEMAI	red	rŋaɲ
1158	WA	red	rauh
1159	DEANG	red	rəŋ
1160	KHMU	red	jim
1161	KSINMUL	red	kəʔet
1162	KHASI	red	saw
1163	MUNDARI	red	araʔ
1164	JEH	green	drih
1165	BAHNAR	green	ʒək
1166	MON	green	saŋeak
1167	NYAKUR	green	lət͡ʃok
1168	KHMER	green	pajtaŋ
1169	WA	green	klai
1170	DEANG	green	ɲiar
1171	KHMU	green	t͡ʃəŋar
1172	KSINMUL	green	le
1173	MUNDARI	green	ɡaded
1174	JEH	yellow	driŋ
1175	BAHNAR	yellow	dreŋ
1176	CHRAU	yellow	ramut
1177	VIETNAMESE	yellow	vaŋ
1178	RUC	yellow	vaŋ
1179	MON	yellow	damit
1180	NYAKUR	yellow	pət͡ʃuɲ
1181	KHMER	yellow	ləŋ
1182	SEMAI	yellow	pʰok
1183	WA	yellow	lʰəŋ
1184	DEANG	yellow	təŋ
1185	KHMU	yellow	si ləŋ
1186	KSINMUL	yellow	ləŋ
1187	KHASI	yellow	stem
1188	MUNDARI	yellow	sa saŋ
1189	JEH	white	təbok
1190	BAHNAR	white	kok
1191	CHRAU	white	voʔ
1192	VIETNAMESE	white	t͡ʃaŋ
1193	RUC	white	təkal
1194	MON	white	bu
1195	NYAKUR	white	t͡ʃʰuŋ
1196	KHMER	white	so
1197	KUI_THAILAND	white	buaʔ
1198	SEMAI	white	bʲɛk
1199	WA	white	paiŋ
1200	DEANG	white	bloʔ
1201	KHMU	white	klok
1202	KSINMUL	white	luək
1203	KHASI	white	lih
1204	JEH	black	ɲuŋ
1205	BAHNAR	black	ɡam
1206	CHRAU	black	d͡ʒuʔ
1207	VIETNAMESE	black	den
1208	RUC	black	tɛntɛn
1209	MON	black	ləmt͡ʃok
1210	NYAKUR	black	pʰliət
1211	KHMER	black	kʰəmaw
1212	KUI_THAILAND	black	tʷɛɲ
1213	SEMAI	black	blʔak
1214	WA	black	luŋ
1215	DEANG	black	vaŋ
1216	KHMU	black	həaŋ
1217	KSINMUL	black	ot͡ʃ
1218	KHASI	black	ioŋ
1219	MUNDARI	black	heⁿde
1220	JEH	night	maŋ
1221	BAHNAR	night	maŋ
1222	CHRAU	night	maŋ
1223	VIETNAMESE	night	dem
1224	MON	night	btam
1225	NYAKUR	night	pətam
1226	KHMER	night	jop
1227	KUI_THAILAND	night	kʰriau
1228	SEMAI	night	təpm
1229	WA	night	pomsom
1230	DEANG	night	səm
1231	KHMU	night	pəsəam
1232	KSINMUL	night	pət
1233	KHASI	night	miet
1234	VIETNAMESE	warm	noŋ
1235	RUC	warm	təl
1236	MON	warm	ɡuim
1237	NYAKUR	warm	rəʔuɲ
1238	KHMER	warm	kədaw
1239	DEANG	warm	un
1240	KHMU	warm	ŋəkəm
1241	KSINMUL	warm	ɡəm
1242	MUNDARI	warm	lolo
1243	JEH	cold	rəteh
1244	BAHNAR	cold	təŋiet
1245	CHRAU	cold	takat
1246	RUC	cold	lubat
1247	MON	cold	ɡoak
1248	NYAKUR	cold	təkat
1249	KHMER	cold	trəʒak
1250	KUI_THAILAND	cold	t͡ʃŋɛt
1251	SEMAI	cold	sŋɛt͡ʃ
1252	WA	cold	kuat
1253	DEANG	cold	kat
1254	KHMU	cold	ŋar
1255	KSINMUL	cold	kʰreat
1256	KHASI	cold	kʰreat
1257	MUNDARI	cold	tutukan
1258	JEH	full	biŋ
1259	BAHNAR	full	ben̪
1260	CHRAU	full	veɲ
1261	VIETNAMESE	full	daj
1262	RUC	full	blam
1263	MON	full	peŋ
1264	NYAKUR	full	pin̪
1265	KHMER	full	bən
1266	SEMAI	full	təbek
1267	WA	full	nauk
1268	DEANG	full	noʔ
1269	KHMU	full	kin
1270	KSINMUL	full	kiɲ
1271	KHASI	full	dap
1272	JEH	new	nao
1273	BAHNAR	new	hlɛ
1274	CHRAU	new	me
1275	VIETNAMESE	new	moi
1276	RUC	new	bəj
1277	MON	new	tami
1278	NYAKUR	new	təmiʔ
1279	KHMER	new	tʰmi
1280	KUI_THAILAND	new	tmai
1281	SEMAI	new	paj
1282	WA	new	kʰrauʔ
1283	DEANG	new	kmai
1284	KHMU	new	hənme
1285	KSINMUL	new	həme
1286	KHASI	new	tʰimmai
1287	JEH	good	liam
1288	BAHNAR	good	liɛm
1289	CHRAU	good	jah
1290	VIETNAMESE	good	tot
1291	RUC	good	jah
1292	MON	good	kʰuih
1293	NYAKUR	good	hnap
1294	KHMER	good	ləʔo
1295	SEMAI	good	bor
1296	WA	good	mʰəm
1297	DEANG	good	mʰəm
1298	KHMU	good	lə
1299	KSINMUL	good	tuh
1300	KHASI	good	babha
1301	MUNDARI	good	buɡi
1302	BAHNAR	round	həpom
1303	RUC	round	klon
1304	MON	round	kʰdom
1305	NYAKUR	round	kəlpum
1306	KHMER	round	mul
1307	KUI_THAILAND	round	dul
1308	WA	round	lomle
1309	KHMU	round	mon
1310	KSINMUL	round	mon
1311	KHASI	round	pillun
1312	JEH	dry	raŋ
1313	BAHNAR	dry	hreŋ
1314	CHRAU	dry	sah
1315	MON	dry	səmkah
1316	NYAKUR	dry	t͡ʃəkas
1317	KHMER	dry	sŋuət
1318	KUI_THAILAND	dry	sʔat
1319	SEMAI	dry	hot͡ʃ
1320	WA	dry	kroh
1321	KHMU	dry	ras
1322	KHASI	dry	rikʰiaŋ
1323	MUNDARI	dry	roro
1324	JEH	name	təliʔ
1325	CHRAU	name	saʔ
1326	VIETNAMESE	name	ten
1327	KHMER	name	ʒʰəmaoh
1328	KUI_THAILAND	name	məh
1329	SEMAI	name	muh
1330	WA	name	kaəʔ
1331	KHASI	name	kirteŋ
1332	MUNDARI	name	nutum
1333	NORTH_HIGHLAND_MIXE	I	ət͡s
1334	SOUTH_HIGHLAND_MIXE	I	ət͡s
1335	LOWLAND_MIXE	I	ət͡ʃ
1336	SAYULA_POPOLUCA	I	ət͡s
1337	OLUTA_POPOLUCA	I	əs
1338	TEXISTEPEC_ZOQUE	I	ət͡səʔ
1339	SOTEAPAN_ZOQUE	I	ət͡ʃ
1340	MARIA_CHIMALAPA	I	ət͡st͡siʔ
1341	MIGUEL_CHIMALAPA	I	dəʃ
1342	CHIAPAS_ZOQUE	I	əh
1343	NORTH_HIGHLAND_MIXE	thou	mit͡s
1344	SOUTH_HIGHLAND_MIXE	thou	met͡s
1345	LOWLAND_MIXE	thou	mit͡ʃ
1346	SAYULA_POPOLUCA	thou	mi
1347	OLUTA_POPOLUCA	thou	mis
1348	TEXISTEPEC_ZOQUE	thou	bit͡ʃ
1349	SOTEAPAN_ZOQUE	thou	mit͡ʃ
1350	MARIA_CHIMALAPA	thou	mit͡st͡siʔ
1351	MIGUEL_CHIMALAPA	thou	miʃ
1352	CHIAPAS_ZOQUE	thou	mih
1353	NORTH_HIGHLAND_MIXE	we	ət͡s
1354	SOUTH_HIGHLAND_MIXE	we	ət͡s
1355	LOWLAND_MIXE	we	ət͡ʃ aht
1356	SAYULA_POPOLUCA	we	əht͡sat
1357	OLUTA_POPOLUCA	we	ət͡satek
1358	TEXISTEPEC_ZOQUE	we	ət͡s taʔ
1359	MARIA_CHIMALAPA	we	newiⁿʲnen
1360	MIGUEL_CHIMALAPA	we	nejwin
1361	CHIAPAS_ZOQUE	we	təh
1362	NORTH_HIGHLAND_MIXE	this	jəʔe
1363	SOUTH_HIGHLAND_MIXE	this	jaʔat
1364	LOWLAND_MIXE	this	hadaʔ
1365	SAYULA_POPOLUCA	this	ajəh
1366	OLUTA_POPOLUCA	this	heʔ
1367	TEXISTEPEC_ZOQUE	this	jəʔəhəʔ
1368	SOTEAPAN_ZOQUE	this	heʔepək
1369	MARIA_CHIMALAPA	this	jəʔ pəʔ
1370	MIGUEL_CHIMALAPA	this	jəʔ
1371	CHIAPAS_ZOQUE	this	jəʔ wə
1372	NORTH_HIGHLAND_MIXE	that	ʃiʔ
1373	SOUTH_HIGHLAND_MIXE	that	hɛʔɛ
1374	LOWLAND_MIXE	that	hehəmbə
1375	SAYULA_POPOLUCA	that	jajən
1376	OLUTA_POPOLUCA	that	hamah
1377	SOTEAPAN_ZOQUE	that	heam
1378	MIGUEL_CHIMALAPA	that	ɡadə
1379	CHIAPAS_ZOQUE	that	əʔ
1380	NORTH_HIGHLAND_MIXE	who	pən
1381	SOUTH_HIGHLAND_MIXE	who	pən
1382	LOWLAND_MIXE	who	pən
1383	SAYULA_POPOLUCA	who	pən
1384	OLUTA_POPOLUCA	who	pən
1385	SOTEAPAN_ZOQUE	who	iapaʔap
1386	MARIA_CHIMALAPA	who	iwə
1387	MIGUEL_CHIMALAPA	who	iwə
1388	CHIAPAS_ZOQUE	who	i wə
1389	NORTH_HIGHLAND_MIXE	what	ti
1390	SOUTH_HIGHLAND_MIXE	what	ti
1391	LOWLAND_MIXE	what	ti
1392	SAYULA_POPOLUCA	what	ti
1393	OLUTA_POPOLUCA	what	ti
1394	TEXISTEPEC_ZOQUE	what	t͡ʃeʔ
1395	SOTEAPAN_ZOQUE	what	tʲi
1396	MARIA_CHIMALAPA	what	ti
1397	MIGUEL_CHIMALAPA	what	ti
1398	CHIAPAS_ZOQUE	what	tijə
1399	NORTH_HIGHLAND_MIXE	not	kaʔa
1400	SOUTH_HIGHLAND_MIXE	not	kat
1401	LOWLAND_MIXE	not	kaʔ
1402	SAYULA_POPOLUCA	not	kah
1403	OLUTA_POPOLUCA	not	əʔə
1404	TEXISTEPEC_ZOQUE	not	eɲt͡ʃ
1405	SOTEAPAN_ZOQUE	not	dʲa
1406	MARIA_CHIMALAPA	not	wat kaha
1407	MIGUEL_CHIMALAPA	not	ja
1408	CHIAPAS_ZOQUE	not	hane
1409	NORTH_HIGHLAND_MIXE	all	nəhum
1410	SOUTH_HIGHLAND_MIXE	all	tukəj
1411	LOWLAND_MIXE	all	tuʔuk okəj
1412	SAYULA_POPOLUCA	all	nu pəhən
1413	OLUTA_POPOLUCA	all	nitik
1414	TEXISTEPEC_ZOQUE	all	bumbe
1415	SOTEAPAN_ZOQUE	all	ikuməh
1416	MARIA_CHIMALAPA	all	aŋtene
1417	MIGUEL_CHIMALAPA	all	hemhiʔ
1418	CHIAPAS_ZOQUE	all	mumu
1419	NORTH_HIGHLAND_MIXE	many	maj
1420	SOUTH_HIGHLAND_MIXE	many	mɛj
1421	LOWLAND_MIXE	many	maj
1422	SAYULA_POPOLUCA	many	maj
1423	OLUTA_POPOLUCA	many	pako
1424	TEXISTEPEC_ZOQUE	many	dat͡ʃ ke
1425	SOTEAPAN_ZOQUE	many	aɡi
1426	MARIA_CHIMALAPA	many	səhəʔ
1427	MIGUEL_CHIMALAPA	many	ʃəhəʔ
1428	CHIAPAS_ZOQUE	many	wəwə
1429	NORTH_HIGHLAND_MIXE	one	tuk
1430	SOUTH_HIGHLAND_MIXE	one	tuʔuk
1431	LOWLAND_MIXE	one	tuʔuk
1432	SAYULA_POPOLUCA	one	tuk
1433	OLUTA_POPOLUCA	one	tuk
1434	TEXISTEPEC_ZOQUE	one	tum
1435	SOTEAPAN_ZOQUE	one	tum
1436	MARIA_CHIMALAPA	one	tumə
1437	MIGUEL_CHIMALAPA	one	tumə
1438	CHIAPAS_ZOQUE	one	tumə
1439	NORTH_HIGHLAND_MIXE	two	met͡sk
1440	SOUTH_HIGHLAND_MIXE	two	met͡sk
1441	LOWLAND_MIXE	two	met͡s
1442	SAYULA_POPOLUCA	two	met͡ʃk
1443	OLUTA_POPOLUCA	two	mes ko
1444	TEXISTEPEC_ZOQUE	two	wəs naʔ
1445	SOTEAPAN_ZOQUE	two	wəs ten
1446	MARIA_CHIMALAPA	two	met͡s aʔaŋ
1447	MIGUEL_CHIMALAPA	two	met͡sa ʔaŋ
1448	CHIAPAS_ZOQUE	two	met͡sa
1449	NORTH_HIGHLAND_MIXE	long	jən
1450	SOUTH_HIGHLAND_MIXE	long	jenj
1451	LOWLAND_MIXE	long	jonj
1452	SAYULA_POPOLUCA	long	jaɡat͡s
1453	OLUTA_POPOLUCA	long	jonek
1454	TEXISTEPEC_ZOQUE	long	jaʔakat͡s
1455	SOTEAPAN_ZOQUE	long	jaɡat͡s
1456	MARIA_CHIMALAPA	long	pəhi
1457	MIGUEL_CHIMALAPA	long	pəhiʔ
1458	CHIAPAS_ZOQUE	long	pəj
1459	NORTH_HIGHLAND_MIXE	woman	təstək
1460	SOUTH_HIGHLAND_MIXE	woman	tiʃʲtək
1461	LOWLAND_MIXE	woman	toʔoʃʲʰəj
1462	SAYULA_POPOLUCA	woman	toʃaj
1463	OLUTA_POPOLUCA	woman	mahaw
1464	TEXISTEPEC_ZOQUE	woman	jomaʔ
1465	SOTEAPAN_ZOQUE	woman	jomo
1466	MARIA_CHIMALAPA	woman	joməʔ
1467	MIGUEL_CHIMALAPA	woman	jomaʔ
1468	CHIAPAS_ZOQUE	woman	jomo
1469	NORTH_HIGHLAND_MIXE	man	jatjək
1470	SOUTH_HIGHLAND_MIXE	man	hətjək
1471	LOWLAND_MIXE	man	jeʔej dək
1472	SAYULA_POPOLUCA	man	hajaw
1473	OLUTA_POPOLUCA	man	joʔowa
1474	TEXISTEPEC_ZOQUE	man	pəɲ
1475	SOTEAPAN_ZOQUE	man	pəʃiɲ
1476	MARIA_CHIMALAPA	man	pən
1477	MIGUEL_CHIMALAPA	man	pən
1478	CHIAPAS_ZOQUE	man	pən
1479	NORTH_HIGHLAND_MIXE	person	haju
1480	SOUTH_HIGHLAND_MIXE	person	haʔaj
1481	LOWLAND_MIXE	person	həj
1482	SAYULA_POPOLUCA	person	hajaw
1483	OLUTA_POPOLUCA	person	hajkak
1484	TEXISTEPEC_ZOQUE	person	pəɲ t͡ʃaʔ
1485	CHIAPAS_ZOQUE	person	pən dam
1486	NORTH_HIGHLAND_MIXE	fish	ahkʃ
1487	SOUTH_HIGHLAND_MIXE	fish	akʃ
1488	LOWLAND_MIXE	fish	akʃ
1489	SAYULA_POPOLUCA	fish	akʃ
1490	OLUTA_POPOLUCA	fish	koke
1491	TEXISTEPEC_ZOQUE	fish	woŋ
1492	SOTEAPAN_ZOQUE	fish	təʔəpə
1493	MARIA_CHIMALAPA	fish	koke
1494	MIGUEL_CHIMALAPA	fish	koke
1495	CHIAPAS_ZOQUE	fish	kokeh
1496	NORTH_HIGHLAND_MIXE	dog	uk
1497	SOUTH_HIGHLAND_MIXE	dog	uk
1498	LOWLAND_MIXE	dog	uk
1499	SAYULA_POPOLUCA	dog	tak
1500	OLUTA_POPOLUCA	dog	ʃuni
1501	TEXISTEPEC_ZOQUE	dog	t͡ʃempaʔ
1502	SOTEAPAN_ZOQUE	dog	t͡ʃimpa
1503	MARIA_CHIMALAPA	dog	nuʔu
1504	MIGUEL_CHIMALAPA	dog	nuʔ
1505	CHIAPAS_ZOQUE	dog	tuwi
1506	NORTH_HIGHLAND_MIXE	louse	əʔt͡s
1507	SOUTH_HIGHLAND_MIXE	louse	aʔat
1508	LOWLAND_MIXE	louse	ad
1509	SAYULA_POPOLUCA	louse	awat
1510	OLUTA_POPOLUCA	louse	avat
1511	TEXISTEPEC_ZOQUE	louse	awat
1512	SOTEAPAN_ZOQUE	louse	aʔawat
1513	MARIA_CHIMALAPA	louse	awat
1514	MIGUEL_CHIMALAPA	louse	awat
1515	CHIAPAS_ZOQUE	louse	awat
1516	NORTH_HIGHLAND_MIXE	tree	kup
1517	SOUTH_HIGHLAND_MIXE	tree	ʃoh
1518	LOWLAND_MIXE	tree	kipj
1519	SAYULA_POPOLUCA	tree	kuj
1520	OLUTA_POPOLUCA	tree	kujə
1521	TEXISTEPEC_ZOQUE	tree	kuj
1522	SOTEAPAN_ZOQUE	tree	kuj
1523	MARIA_CHIMALAPA	tree	kuj
1524	MIGUEL_CHIMALAPA	tree	kuj
1525	CHIAPAS_ZOQUE	tree	kuj
1526	NORTH_HIGHLAND_MIXE	seed	təmt
1527	SOUTH_HIGHLAND_MIXE	seed	pak
1528	LOWLAND_MIXE	seed	pak
1529	SAYULA_POPOLUCA	seed	puh
1530	OLUTA_POPOLUCA	seed	pakə
1531	TEXISTEPEC_ZOQUE	seed	puh
1532	SOTEAPAN_ZOQUE	seed	pak
1533	MARIA_CHIMALAPA	seed	puh
1534	MIGUEL_CHIMALAPA	seed	puh
1535	CHIAPAS_ZOQUE	seed	puh
1536	NORTH_HIGHLAND_MIXE	leaf	ahj
1537	SOUTH_HIGHLAND_MIXE	leaf	aj
1538	LOWLAND_MIXE	leaf	aj
1539	SAYULA_POPOLUCA	leaf	aʰʲ
1540	OLUTA_POPOLUCA	leaf	ajə
1541	TEXISTEPEC_ZOQUE	leaf	aj
1542	SOTEAPAN_ZOQUE	leaf	aj
1543	MARIA_CHIMALAPA	leaf	aj
1544	MIGUEL_CHIMALAPA	leaf	ajʔ
1545	CHIAPAS_ZOQUE	leaf	aj
1546	NORTH_HIGHLAND_MIXE	root	aʔt͡s
1547	SOUTH_HIGHLAND_MIXE	root	at͡s
1548	LOWLAND_MIXE	root	tikt͡s
1549	SAYULA_POPOLUCA	root	tikt͡ʃik
1550	OLUTA_POPOLUCA	root	t͡ʃist͡səw
1551	TEXISTEPEC_ZOQUE	root	t͡ʃet͡ʃək
1552	SOTEAPAN_ZOQUE	root	tʲit͡ʃək
1553	MARIA_CHIMALAPA	root	wat͡s
1554	MIGUEL_CHIMALAPA	root	wat͡s
1555	CHIAPAS_ZOQUE	root	wat͡si
1556	NORTH_HIGHLAND_MIXE	bark	kəp ak
1557	SOUTH_HIGHLAND_MIXE	bark	ak
1558	LOWLAND_MIXE	bark	ak
1559	SAYULA_POPOLUCA	bark	ak
1560	TEXISTEPEC_ZOQUE	bark	kuj dak
1561	MARIA_CHIMALAPA	bark	naka
1562	MIGUEL_CHIMALAPA	bark	kuj naka
1563	CHIAPAS_ZOQUE	bark	kuju naka
1564	NORTH_HIGHLAND_MIXE	skin	ak
1565	SOUTH_HIGHLAND_MIXE	skin	nəʔak
1566	LOWLAND_MIXE	skin	ak
1567	SAYULA_POPOLUCA	skin	ak
1568	OLUTA_POPOLUCA	skin	akə
1569	TEXISTEPEC_ZOQUE	skin	dak
1570	SOTEAPAN_ZOQUE	skin	naka
1571	MARIA_CHIMALAPA	skin	naka
1572	MIGUEL_CHIMALAPA	skin	naka
1573	CHIAPAS_ZOQUE	skin	naka
1574	NORTH_HIGHLAND_MIXE	meat	t͡suʔut͡s
1575	SOUTH_HIGHLAND_MIXE	meat	t͡suʔut͡ʃj
1576	LOWLAND_MIXE	meat	t͡suʔut͡ʃ
1577	SAYULA_POPOLUCA	meat	ʃiʃ
1578	OLUTA_POPOLUCA	meat	t͡sut͡ʃi
1579	TEXISTEPEC_ZOQUE	meat	ʃeʃ
