ID	DOCULECT	CONCEPT	IPA
599	IXIL_CHAJUL	leaf	ʃaq
600	AGUACATEC	leaf	ʃaq
601	TECO_TECTITAN	leaf	caq_kʼul
602	MAM_NORTHERN	leaf	ʃaq
603	SIPAKAPENSE	leaf	ʃaq
604	SACAPULTECO_SACAPULAS_CENTRO	leaf	raʃaq
605	CENTRAL_QUICHE	leaf	uʃaq
606	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	leaf	ruʃaq
607	TZUTUJIL_SAN_JUAN_LA_LAGUNA	leaf	ruʃaq
608	POQOMCHI_WESTERN	leaf	ʃaq
609	POCOMAM_EASTERN	leaf	ʃaq
610	USPANTEKO	leaf	ʃaq
611	EASTERN_KEKCHI_CAHABON	leaf	ʃaq
612	ZINACANTAN_TZOTZIL	leaf	anal
613	TZELTAL_BACHAJON	leaf	jabinal
614	CHOL_TUMBALA	leaf	jopom
615	CHONTAL_TABASCO	leaf	u_jopo
616	CHORTI	leaf	ujopor
617	ITZAJ	leaf	leʔ
618	MOPAN	leaf	leʔ_t͡ʃeʔ
619	MAYA_YUCATAN	leaf	leʔ
620	LACANDON	leaf	reʔ
621	HUASTEC	root	iblab
622	TOJOLABAL	root	jet͡ʃ
623	CHUJ	root	t͡ʃʼaŋl_jip
624	MOCHO	root	iŋtil
625	JACALTEC	root	ʃeʔ
626	QANJOBAL_SANTA_EULALIA	root	ʃeʔ
627	ACATECO_SAN_MIGUEL_ACATAN	root	ʃeʔ_teʔ
628	IXIL_CHAJUL	root	taqʼil
629	AGUACATEC	root	takl
630	TECO_TECTITAN	root	tlokʼ
631	MAM_NORTHERN	root	tlokʼ
632	SIPAKAPENSE	root	ʃeʔ
633	SACAPULTECO_SACAPULAS_CENTRO	root	rakʼamal
634	CENTRAL_QUICHE	root	seraʔ
635	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	root	ruʃeʔ
636	TZUTUJIL_SAN_JUAN_LA_LAGUNA	root	ruʃeʔ
637	POQOMCHI_WESTERN	root	raʔ
638	POCOMAM_EASTERN	root	kʼahamil_t͡ʃieʔ
639	USPANTEKO	root	raʔ
640	EASTERN_KEKCHI_CAHABON	root	ʃeʔ
641	ZINACANTAN_TZOTZIL	root	ibel
642	TZELTAL_BACHAJON	root	lopʼ
643	CHOL_TUMBALA	root	wiʔ
644	CHONTAL_TABASCO	root	wiʔ
645	CHORTI	root	wir
646	ITZAJ	root	mot͡s
647	MOPAN	root	kan_t͡ʃeʔ
648	MAYA_YUCATAN	root	mot͡s
649	HUASTEC	bark	otʼlab
650	CHICOMUCELTEC	bark	otoʃteʔ
651	TOJOLABAL	bark	pat
652	CHUJ	bark	xokbal_teʔ
653	JACALTEC	bark	t͡sʼumal
654	QANJOBAL_SANTA_EULALIA	bark	cʼumal_teʔ
655	ACATECO_SAN_MIGUEL_ACATAN	bark	jin
656	IXIL_CHAJUL	bark	tiʔ
657	AGUACATEC	bark	xalkʼokʼil
658	TECO_TECTITAN	bark	ɧolmisal_t͡seʔ
659	MAM_NORTHERN	bark	komal
660	SIPAKAPENSE	bark	ix
661	SACAPULTECO_SACAPULAS_CENTRO	bark	ix
662	CENTRAL_QUICHE	bark	ix
663	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	bark	rix
664	TZUTUJIL_SAN_JUAN_LA_LAGUNA	bark	rix
665	POQOMCHI_WESTERN	bark	ix
666	POCOMAM_EASTERN	bark	rix_t͡ʃieʔ
667	USPANTEKO	bark	rex_t͡ʃeʔ
668	EASTERN_KEKCHI_CAHABON	bark	rix
669	ZINACANTAN_TZOTZIL	bark	patil
670	TZELTAL_BACHAJON	bark	pat
671	CHONTAL_TABASCO	bark	u_pat_teʔ
672	CHORTI	bark	pat
673	ITZAJ	bark	pat͡ʃ_t͡ʃeʔ
674	MOPAN	bark	pat͡ʃ_t͡ʃeʔ
675	LACANDON	bark	sor
676	HUASTEC	skin	otʼlab
677	CHICOMUCELTEC	skin	otʼol
678	TOJOLABAL	skin	t͡sʼuxmil
679	CHUJ	skin	t͡sʼumal
680	MOCHO	skin	t͡sʼum
681	JACALTEC	skin	t͡sʼumal
682	QANJOBAL_SANTA_EULALIA	skin	t͡sʼumal
683	ACATECO_SAN_MIGUEL_ACATAN	skin	cʼum
684	IXIL_CHAJUL	skin	t͡sʼumal
685	AGUACATEC	skin	t͡sʼuml
686	TECO_TECTITAN	skin	t͡sʼumal
687	MAM_NORTHERN	skin	t͡sʼumile
688	SIPAKAPENSE	skin	tʲoxil
689	SACAPULTECO_SACAPULAS_CENTRO	skin	t͡sʼumal
690	CENTRAL_QUICHE	skin	t͡sʼum
691	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	skin	t͡sʼumal
692	TZUTUJIL_SAN_JUAN_LA_LAGUNA	skin	t͡sʼumal
693	POQOMCHI_WESTERN	skin	t͡sʼumal
694	POCOMAM_EASTERN	skin	ix
695	USPANTEKO	skin	t͡sʼumal
696	EASTERN_KEKCHI_CAHABON	skin	t͡sʼumal
697	ZINACANTAN_TZOTZIL	skin	nukulal
698	TZELTAL_BACHAJON	skin	nukul
699	CHOL_TUMBALA	skin	pət͡ʃəl
700	CHONTAL_TABASCO	skin	pət͡ʃi
701	CHORTI	skin	pat
702	ITZAJ	skin	kʼew
703	MOPAN	skin	kʼewel
704	MAYA_YUCATAN	skin	kʼewel
705	LACANDON	skin	otʼ
706	HUASTEC	meat	tʼulek
707	CHICOMUCELTEC	meat	tʼul
708	TOJOLABAL	meat	bʼakʼet
709	CHUJ	meat	t͡ʃibx
710	MOCHO	meat	baqʼet͡ʃ
711	JACALTEC	meat	t͡ʃibe
712	QANJOBAL_SANTA_EULALIA	meat	t͡ʃibʼex
713	ACATECO_SAN_MIGUEL_ACATAN	meat	t͡ʃibʼe
714	IXIL_CHAJUL	meat	t͡ʃibʼ
715	AGUACATEC	meat	t͡ʃibax
716	TECO_TECTITAN	meat	t͡ʃibʼx
717	MAM_NORTHERN	meat	t͡ʃib
718	SIPAKAPENSE	meat	tʲax
719	SACAPULTECO_SACAPULAS_CENTRO	meat	tiʔex
720	CENTRAL_QUICHE	meat	tix
721	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	meat	tiʔ
722	TZUTUJIL_SAN_JUAN_LA_LAGUNA	meat	tiʔix
723	POQOMCHI_WESTERN	meat	tiwik
724	POCOMAM_EASTERN	meat	tiʔ
725	USPANTEKO	meat	tinik
726	EASTERN_KEKCHI_CAHABON	meat	tibʼ
727	ZINACANTAN_TZOTZIL	meat	bekʼtal
728	TZELTAL_BACHAJON	meat	bakʼet
729	CHOL_TUMBALA	meat	weʔel
730	CHONTAL_TABASCO	meat	u_bekʼta
731	CHORTI	meat	wer
732	ITZAJ	meat	bəkʼ
733	MOPAN	meat	bəkʼ
734	MAYA_YUCATAN	meat	bʼakʼ
735	LACANDON	meat	bəkʼ
736	HUASTEC	blood	ʃit͡sʼ
737	CHICOMUCELTEC	blood	ʃit͡ʃʼ
738	TOJOLABAL	blood	t͡ʃikʼel
739	CHUJ	blood	t͡ʃikʼil
740	MOCHO	blood	kikʼ
741	JACALTEC	blood	t͡ʃikil
742	QANJOBAL_SANTA_EULALIA	blood	t͡ʃikʼ
743	ACATECO_SAN_MIGUEL_ACATAN	blood	t͡ʃikʼ
744	IXIL_CHAJUL	blood	kaq
745	AGUACATEC	blood	aʃt͡ʃʼel
746	TECO_TECTITAN	blood	kʲikʼ
747	MAM_NORTHERN	blood	t͡ʃkʼe
748	SIPAKAPENSE	blood	kikʼ
749	SACAPULTECO_SACAPULAS_CENTRO	blood	kikʼ
750	CENTRAL_QUICHE	blood	kikʼel
751	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	blood	kikʼ
752	TZUTUJIL_SAN_JUAN_LA_LAGUNA	blood	kikʼ
753	POQOMCHI_WESTERN	blood	kikʼ
754	POCOMAM_EASTERN	blood	kikʼ
755	USPANTEKO	blood	kikʼ
756	EASTERN_KEKCHI_CAHABON	blood	kikʼ
757	ZINACANTAN_TZOTZIL	blood	t͡ʃʼit͡ʃʼelil
758	TZELTAL_BACHAJON	blood	t͡ʃʼit͡ʃʼ
759	CHOL_TUMBALA	blood	t͡ʃʼit͡ʃʼ
760	CHONTAL_TABASCO	blood	t͡ʃʼit͡ʃʼ
761	CHORTI	blood	t͡ʃʼit͡ʃʼ
762	ITZAJ	blood	kʼikʼ
763	MOPAN	blood	kʼikʼ
764	MAYA_YUCATAN	blood	kʼiʔikʼ
765	LACANDON	blood	kʼikʼ
766	HUASTEC	bone	beklek
767	CHICOMUCELTEC	bone	weklek
768	TOJOLABAL	bone	bʼak
769	CHUJ	bone	bak
770	MOCHO	bone	baq
771	JACALTEC	bone	bʼax
772	QANJOBAL_SANTA_EULALIA	bone	bʼaq
773	ACATECO_SAN_MIGUEL_ACATAN	bone	bʼax
774	IXIL_CHAJUL	bone	bʼaq
775	AGUACATEC	bone	baq
776	TECO_TECTITAN	bone	bʼaq
777	MAM_NORTHERN	bone	baq
778	SIPAKAPENSE	bone	bʼaq
779	SACAPULTECO_SACAPULAS_CENTRO	bone	bʼaq
780	CENTRAL_QUICHE	bone	bʼaq
781	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	bone	bʼaq
782	TZUTUJIL_SAN_JUAN_LA_LAGUNA	bone	bʼaq
783	POQOMCHI_WESTERN	bone	bʼaq
784	POCOMAM_EASTERN	bone	wʼaq
785	USPANTEKO	bone	bʼaq
786	EASTERN_KEKCHI_CAHABON	bone	bʼaq
787	ZINACANTAN_TZOTZIL	bone	bak
788	TZELTAL_BACHAJON	bone	bak
789	CHOL_TUMBALA	bone	bak
790	CHONTAL_TABASCO	bone	bak
791	CHORTI	bone	bak
792	ITZAJ	bone	bak
793	MOPAN	bone	bak
794	MAYA_YUCATAN	bone	bʼak
795	LACANDON	bone	bak
796	HUASTEC	grease	pemej
797	TOJOLABAL	grease	jet͡sel
798	ZINACANTAN_TZOTZIL	grease	hupʼel
799	CHONTAL_TABASCO	grease	pokʼma
800	CHORTI	grease	t͡ʃʼit͡ʃmar
801	ITZAJ	grease	polok
802	MAYA_YUCATAN	grease	t͡sat͡s
803	LACANDON	grease	t͡ʃat͡ʃ
804	CHICOMUCELTEC	egg	ul
805	TOJOLABAL	egg	nolobʼ
806	CHUJ	egg	ŋolob
807	MOCHO	egg	kʼolkʼot͡ʃ
808	JACALTEC	egg	hos
809	QANJOBAL_SANTA_EULALIA	egg	xos
810	ACATECO_SAN_MIGUEL_ACATAN	egg	hos
811	IXIL_CHAJUL	egg	kʼolobʼ
812	AGUACATEC	egg	xox
813	TECO_TECTITAN	egg	xos
814	MAM_NORTHERN	egg	xos
815	SIPAKAPENSE	egg	mlobʼ
816	SACAPULTECO_SACAPULAS_CENTRO	egg	saqmalobʼ
817	CENTRAL_QUICHE	egg	saqmol
818	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	egg	saqmoloʔ
819	TZUTUJIL_SAN_JUAN_LA_LAGUNA	egg	saqmol
820	POQOMCHI_WESTERN	egg	milox
821	POCOMAM_EASTERN	egg	malox
822	USPANTEKO	egg	saqmolobʼ
823	EASTERN_KEKCHI_CAHABON	egg	molbʼ
824	ZINACANTAN_TZOTZIL	egg	tanal
825	TZELTAL_BACHAJON	egg	tomut
826	CHOL_TUMBALA	egg	tumut
827	CHORTI	egg	kum
828	ITZAJ	egg	heʔ
829	MOPAN	egg	xeʔ
830	MAYA_YUCATAN	egg	heʔ
831	HUASTEC	horn	it͡sʼam
832	TOJOLABAL	horn	ʃulubʼ
833	CHUJ	horn	t͡ʃʼaʔak
834	JACALTEC	horn	jukʼa
835	QANJOBAL_SANTA_EULALIA	horn	ukʼaʔ
836	ACATECO_SAN_MIGUEL_ACATAN	horn	ukʼaʔ
837	IXIL_CHAJUL	horn	tukʼ
838	AGUACATEC	horn	tukʼ
839	TECO_TECTITAN	horn	ukʼaʔ
840	MAM_NORTHERN	horn	tkat͡ʃ
841	SIPAKAPENSE	horn	ukʼa
842	SACAPULTECO_SACAPULAS_CENTRO	horn	ukʼaʔ
843	CENTRAL_QUICHE	horn	rukʼaʔ
844	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	horn	ukʼaʔ
845	TZUTUJIL_SAN_JUAN_LA_LAGUNA	horn	ukʼaʔ
846	POQOMCHI_WESTERN	horn	ukʼaʔ
847	POCOMAM_EASTERN	horn	ukʼaʔ
848	EASTERN_KEKCHI_CAHABON	horn	ʃukubʼ
849	ZINACANTAN_TZOTZIL	horn	ʃulub
850	TZELTAL_BACHAJON	horn	ʃulub
851	CHONTAL_TABASCO	horn	ʃukub
852	ITZAJ	horn	bak
853	MOPAN	horn	ʃulub
854	HUASTEC	tail	wew
855	CHICOMUCELTEC	tail	wew
856	TOJOLABAL	tail	nexal
857	CHUJ	tail	je
858	MOCHO	tail	ŋeh
859	JACALTEC	tail	ŋe
860	QANJOBAL_SANTA_EULALIA	tail	ne
861	ACATECO_SAN_MIGUEL_ACATAN	tail	ne
862	IXIL_CHAJUL	tail	xeʔ
863	AGUACATEC	tail	xeʔ
864	TECO_TECTITAN	tail	xeʔ
865	MAM_NORTHERN	tail	txeʔ
866	SIPAKAPENSE	tail	xej
867	SACAPULTECO_SACAPULAS_CENTRO	tail	xej
868	CENTRAL_QUICHE	tail	xeʔ
869	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	tail	xej
870	TZUTUJIL_SAN_JUAN_LA_LAGUNA	tail	xej
871	POQOMCHI_WESTERN	tail	xe
872	POCOMAM_EASTERN	tail	xieh
873	USPANTEKO	tail	xe
874	EASTERN_KEKCHI_CAHABON	tail	heh
875	ZINACANTAN_TZOTZIL	tail	neil
876	TZELTAL_BACHAJON	tail	ne
877	CHOL_TUMBALA	tail	ɲeh
878	CHONTAL_TABASCO	tail	neh
879	CHORTI	tail	neh
880	ITZAJ	tail	neh
881	MOPAN	tail	nex
882	MAYA_YUCATAN	tail	neh
883	LACANDON	tail	neh
884	HUASTEC	feather	huhlek
885	CHICOMUCELTEC	feather	huhul
886	TOJOLABAL	feather	kʼukʼum
887	CHUJ	feather	ʃil
888	MOCHO	feather	ʃik
889	JACALTEC	feather	ʃil
890	QANJOBAL_SANTA_EULALIA	feather	t͡sʼup
891	ACATECO_SAN_MIGUEL_ACATAN	feather	ʃil
892	IXIL_CHAJUL	feather	ʃil
893	AGUACATEC	feather	ʃiʔil
894	TECO_TECTITAN	feather	t͡samal
895	MAM_NORTHERN	feather	tsmal
896	SIPAKAPENSE	feather	ʃikʼ
897	SACAPULTECO_SACAPULAS_CENTRO	feather	rismal
898	CENTRAL_QUICHE	feather	kiʃ
899	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	feather	rusmal
900	TZUTUJIL_SAN_JUAN_LA_LAGUNA	feather	ismal
901	POQOMCHI_WESTERN	feather	rix
902	POCOMAM_EASTERN	feather	rix_t͡ʃikop
903	USPANTEKO	feather	ʃikʼ
904	EASTERN_KEKCHI_CAHABON	feather	rismal
905	ZINACANTAN_TZOTZIL	feather	kʼukʼumal
906	TZELTAL_BACHAJON	feather	kʼukʼum
907	CHOL_TUMBALA	feather	t͡sut͡s
908	CHONTAL_TABASCO	feather	mukʼu
909	CHORTI	feather	t͡sut͡s
910	ITZAJ	feather	kʼukʼum
911	MOPAN	feather	t͡soʔot͡s
912	MAYA_YUCATAN	feather	kʼukʼum
913	LACANDON	feather	t͡ʃot͡ʃer
914	HUASTEC	hair	ʃiʔ
915	CHICOMUCELTEC	hair	hulok
916	TOJOLABAL	hair	t͡soʔot͡s
917	CHUJ	hair	ʃil_xolom
918	MOCHO	hair	ʃiʔ
919	JACALTEC	hair	ʃil
920	QANJOBAL_SANTA_EULALIA	hair	ʃil
921	ACATECO_SAN_MIGUEL_ACATAN	hair	ʃil
922	IXIL_CHAJUL	hair	ʃil_wiʔ
923	AGUACATEC	hair	ʃiʔil
924	TECO_TECTITAN	hair	t͡samal
925	MAM_NORTHERN	hair	smal
926	SIPAKAPENSE	hair	wiʔ
927	SACAPULTECO_SACAPULAS_CENTRO	hair	weʔ
928	CENTRAL_QUICHE	hair	wiʔ
929	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	hair	rusmal_wiʔ
930	TZUTUJIL_SAN_JUAN_LA_LAGUNA	hair	smal_wiʔ
931	POQOMCHI_WESTERN	hair	rismal_na
932	POCOMAM_EASTERN	hair	nah
933	USPANTEKO	hair	risimal_bʼa
934	EASTERN_KEKCHI_CAHABON	hair	rismal
935	ZINACANTAN_TZOTZIL	hair	t͡sot͡s
936	TZELTAL_BACHAJON	hair	t͡sot͡s
937	CHOL_TUMBALA	hair	t͡sut͡s
938	CHONTAL_TABASCO	hair	u_t͡sut͡se
939	CHORTI	hair	t͡sut͡s
940	MOPAN	hair	t͡soʔot͡s
941	MAYA_YUCATAN	hair	t͡soʔot͡sel
942	LACANDON	hair	t͡ʃot͡ʃer
943	HUASTEC	head	okʼ
944	CHICOMUCELTEC	head	okʼ
945	TOJOLABAL	head	olom
946	CHUJ	head	xolom
947	JACALTEC	head	wiʔ
948	QANJOBAL_SANTA_EULALIA	head	xolom
949	ACATECO_SAN_MIGUEL_ACATAN	head	holom
950	IXIL_CHAJUL	head	wiʔ
951	AGUACATEC	head	wiʔ
952	TECO_TECTITAN	head	wiʔ
953	MAM_NORTHERN	head	nwiʔje
954	SIPAKAPENSE	head	xlom
955	SACAPULTECO_SACAPULAS_CENTRO	head	xalom
956	CENTRAL_QUICHE	head	xolom
957	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	head	xolon
958	TZUTUJIL_SAN_JUAN_LA_LAGUNA	head	wiʔ
959	POQOMCHI_WESTERN	head	na
960	POCOMAM_EASTERN	head	xaluam
961	USPANTEKO	head	bʼa
962	EASTERN_KEKCHI_CAHABON	head	xolom
963	ZINACANTAN_TZOTZIL	head	holol
964	TZELTAL_BACHAJON	head	xol
965	CHOL_TUMBALA	head	hol
966	CHONTAL_TABASCO	head	pam
967	CHORTI	head	hor
968	ITZAJ	head	hoʔol
969	MOPAN	head	pol
970	MAYA_YUCATAN	head	pol
971	LACANDON	head	hor
972	HUASTEC	ear	ʃut͡sun
973	CHICOMUCELTEC	ear	hut͡ʃun
974	TOJOLABAL	ear	stiʔ_xt͡ʃikiⁿtik
975	CHUJ	ear	t͡ʃikin
976	MOCHO	ear	t͡ʃikin
977	JACALTEC	ear	t͡ʃikin
978	QANJOBAL_SANTA_EULALIA	ear	cikin
979	ACATECO_SAN_MIGUEL_ACATAN	ear	cikin
980	IXIL_CHAJUL	ear	ʃicin
981	AGUACATEC	ear	ʃt͡ʃin
982	TECO_TECTITAN	ear	ʃkʲin
983	MAM_NORTHERN	ear	ʃkʲin
984	SIPAKAPENSE	ear	ʃkin
985	SACAPULTECO_SACAPULAS_CENTRO	ear	ʃikin
986	CENTRAL_QUICHE	ear	ʃikin
987	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	ear	xikin
988	TZUTUJIL_SAN_JUAN_LA_LAGUNA	ear	ixkin
989	POQOMCHI_WESTERN	ear	ʃikin
990	POCOMAM_EASTERN	ear	ʃikin
991	USPANTEKO	ear	ʃikin
992	EASTERN_KEKCHI_CAHABON	ear	ʃik
993	ZINACANTAN_TZOTZIL	ear	t͡ʃikinil
994	TZELTAL_BACHAJON	ear	t͡ʃikin
995	CHOL_TUMBALA	ear	t͡ʃikin
996	CHONTAL_TABASCO	ear	t͡ʃikin
997	CHORTI	ear	t͡ʃikin
998	ITZAJ	ear	ʃikin
999	MOPAN	ear	ʃikin
1000	MAYA_YUCATAN	ear	ʃikin
1001	LACANDON	ear	ʃikin
1002	HUASTEC	eye	wal
1003	CHICOMUCELTEC	eye	wal
1004	TOJOLABAL	eye	sat
1005	CHUJ	eye	jol_sat
1006	MOCHO	eye	t͡ʃet
1007	JACALTEC	eye	baq_sat
1008	QANJOBAL_SANTA_EULALIA	eye	sat
1009	ACATECO_SAN_MIGUEL_ACATAN	eye	sat
1010	IXIL_CHAJUL	eye	bʼaqʼ_wat͡s
1011	AGUACATEC	eye	t͡ʃiwut͡suʔ
1012	TECO_TECTITAN	eye	wit͡s
1013	MAM_NORTHERN	eye	baqʼ_kʲwit͡se
1014	SIPAKAPENSE	eye	bʼaqʼ_wat͡ʃ
1015	SACAPULTECO_SACAPULAS_CENTRO	eye	bʼaʔ_wat͡ʃ
1016	CENTRAL_QUICHE	eye	bʼaqʼot͡ʃ
1017	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	eye	naqʼ_wat͡ʃ
1018	TZUTUJIL_SAN_JUAN_LA_LAGUNA	eye	wat͡ʃ
1019	POQOMCHI_WESTERN	eye	naqʼwat͡ʃis
1020	POCOMAM_EASTERN	eye	naqʼ
1021	USPANTEKO	eye	bʼaqʼ_wit͡ʃ
1022	EASTERN_KEKCHI_CAHABON	eye	naqʼ_uh
1023	ZINACANTAN_TZOTZIL	eye	satil
1024	TZELTAL_BACHAJON	eye	sit
1025	CHOL_TUMBALA	eye	wut
1026	CHONTAL_TABASCO	eye	hut
1027	CHORTI	eye	nakʼiut
1028	ITZAJ	eye	it͡ʃ
1029	MOPAN	eye	nekʼ_it͡ʃ
1030	MAYA_YUCATAN	eye	it͡ʃ
1031	LACANDON	eye	it͡ʃ
1032	HUASTEC	nose	θam
1033	CHICOMUCELTEC	nose	sam
1034	TOJOLABAL	nose	niʔ
1035	CHUJ	nose	ŋiʔ
1036	MOCHO	nose	t͡ʃam
1037	JACALTEC	nose	t͡ʃam
1038	QANJOBAL_SANTA_EULALIA	nose	cam
1039	ACATECO_SAN_MIGUEL_ACATAN	nose	cam
1040	IXIL_CHAJUL	nose	xuʔ
1041	AGUACATEC	nose	xuʔ
1042	TECO_TECTITAN	nose	soqʼ
1043	MAM_NORTHERN	nose	tt͡ʃana
1044	SIPAKAPENSE	nose	t͡sam
1045	SACAPULTECO_SACAPULAS_CENTRO	nose	t͡sam
1046	CENTRAL_QUICHE	nose	t͡sam
1047	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	nose	t͡san
1048	TZUTUJIL_SAN_JUAN_LA_LAGUNA	nose	t͡sam
1049	POQOMCHI_WESTERN	nose	xuʔ
1050	POCOMAM_EASTERN	nose	xuʔ
1051	USPANTEKO	nose	t͡sam
1052	EASTERN_KEKCHI_CAHABON	nose	ux
1053	ZINACANTAN_TZOTZIL	nose	niʔ
1054	TZELTAL_BACHAJON	nose	niʔ
1055	CHOL_TUMBALA	nose	niʔ
1056	CHONTAL_TABASCO	nose	niʔ
1057	CHORTI	nose	niʔ
1058	ITZAJ	nose	niʔ
1059	MOPAN	nose	niʔ
1060	MAYA_YUCATAN	nose	niʔ
1061	LACANDON	nose	niʔ
1062	HUASTEC	mouth	wiʔ
1063	CHICOMUCELTEC	mouth	tukuwiʔ
1064	TOJOLABAL	mouth	tiʔ
1065	CHUJ	mouth	tiʔ
1066	MOCHO	mouth	tiʔ
1067	JACALTEC	mouth	ti
1068	QANJOBAL_SANTA_EULALIA	mouth	tiʔ
1069	ACATECO_SAN_MIGUEL_ACATAN	mouth	tiʔ
1070	IXIL_CHAJUL	mouth	t͡siʔ
1071	AGUACATEC	mouth	t͡siʔ
1072	TECO_TECTITAN	mouth	t͡siʔ
1073	MAM_NORTHERN	mouth	t͡siʔ
1074	SIPAKAPENSE	mouth	t͡ʃiʔ
1075	SACAPULTECO_SACAPULAS_CENTRO	mouth	t͡ʃiʔ
1076	CENTRAL_QUICHE	mouth	t͡ʃiʔ
1077	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	mouth	t͡ʃiʔ
1078	TZUTUJIL_SAN_JUAN_LA_LAGUNA	mouth	t͡ʃiʔax
1079	POQOMCHI_WESTERN	mouth	t͡ʃiʔ
1080	POCOMAM_EASTERN	mouth	t͡ʃiʔ
1081	USPANTEKO	mouth	t͡siʔ
1082	EASTERN_KEKCHI_CAHABON	mouth	eh
1083	ZINACANTAN_TZOTZIL	mouth	eal
1084	TZELTAL_BACHAJON	mouth	eh
1085	CHOL_TUMBALA	mouth	eh
1086	CHONTAL_TABASCO	mouth	tiʔ
1087	CHORTI	mouth	tiʔ
1088	ITZAJ	mouth	t͡ʃiʔ
1089	MOPAN	mouth	t͡ʃiʔ
1090	MAYA_YUCATAN	mouth	t͡ʃiʔ
1091	LACANDON	mouth	t͡ʃiʔ
1092	HUASTEC	tooth	kamab
1093	CHICOMUCELTEC	tooth	kamaw
1094	TOJOLABAL	tooth	ex
1095	MOCHO	tooth	eh
1096	QANJOBAL_SANTA_EULALIA	tooth	eʔ
1097	ACATECO_SAN_MIGUEL_ACATAN	tooth	e
1098	IXIL_CHAJUL	tooth	eh
1099	AGUACATEC	tooth	eʔ
1100	TECO_TECTITAN	tooth	eʔ
1101	SIPAKAPENSE	tooth	ru_ej
1102	SACAPULTECO_SACAPULAS_CENTRO	tooth	wa_ej
1103	CENTRAL_QUICHE	tooth	ware
1104	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	tooth	ej
1105	TZUTUJIL_SAN_JUAN_LA_LAGUNA	tooth	ejax
1106	POQOMCHI_WESTERN	tooth	ehis
1107	POCOMAM_EASTERN	tooth	ieh
1108	USPANTEKO	tooth	e
1109	EASTERN_KEKCHI_CAHABON	tooth	ruh_eh
1110	ZINACANTAN_TZOTZIL	tooth	eal
1111	TZELTAL_BACHAJON	tooth	ehal
1112	CHOL_TUMBALA	tooth	bak_eh
1113	CHONTAL_TABASCO	tooth	eh
1114	CHORTI	tooth	eh
1115	ITZAJ	tooth	koh
1116	MOPAN	tooth	kox
1117	MAYA_YUCATAN	tooth	koh
1118	LACANDON	tooth	koh
1119	HUASTEC	tongue	lekʼab
1120	CHICOMUCELTEC	tongue	lekʼaw
1121	TOJOLABAL	tongue	akʼ
1122	CHUJ	tongue	akʼ
1123	MOCHO	tongue	aqʼ
1124	JACALTEC	tongue	aq
1125	QANJOBAL_SANTA_EULALIA	tongue	aqʼ
1126	ACATECO_SAN_MIGUEL_ACATAN	tongue	aʔ
1127	IXIL_CHAJUL	tongue	aqʼ
1128	AGUACATEC	tongue	aqʼ
1129	TECO_TECTITAN	tongue	aqʼ
1130	MAM_NORTHERN	tongue	waqʼe
1131	SIPAKAPENSE	tongue	aqʼ
1132	SACAPULTECO_SACAPULAS_CENTRO	tongue	aqʼ
1133	CENTRAL_QUICHE	tongue	aqʼ
1134	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	tongue	aqʼ
1135	TZUTUJIL_SAN_JUAN_LA_LAGUNA	tongue	aqʼ
1136	POQOMCHI_WESTERN	tongue	aqʼ
1137	POCOMAM_EASTERN	tongue	aqʼ
1138	USPANTEKO	tongue	aqʼ
1139	EASTERN_KEKCHI_CAHABON	tongue	rux_aqʼ
1140	ZINACANTAN_TZOTZIL	tongue	okʼ
1141	TZELTAL_BACHAJON	tongue	akʼ
1142	CHOL_TUMBALA	tongue	akʼ
1143	CHONTAL_TABASCO	tongue	akʼ
1144	ITZAJ	tongue	akʼ
1145	MOPAN	tongue	akʼ
1146	MAYA_YUCATAN	tongue	akʼ
1147	LACANDON	tongue	akʼ
1148	HUASTEC	claw	it͡sikʼ
1149	CHICOMUCELTEC	claw	it͡ʃakʼ
1150	TOJOLABAL	claw	et͡ʃal
1151	CHUJ	claw	et͡ʃ
1152	MOCHO	claw	iskʼaq
1153	JACALTEC	claw	jisqaxe
1154	QANJOBAL_SANTA_EULALIA	claw	isqʼaq
1155	ACATECO_SAN_MIGUEL_ACATAN	claw	isqʼax
