ID	DOCULECT	CONCEPT	IPA
880	KHASI	sit	sʰoŋ
881	MUNDARI	sit	dub
882	BAHNAR	stand	doŋ
883	VIETNAMESE	stand	duŋ_ʒaj
884	RUC	stand	taŋ
885	MON	stand	tuiw
886	NYAKUR	stand	jən
887	KHMER	stand	ʒʰar
888	KUI_THAILAND	stand	tejəŋ
889	SEMAI	stand	ʒiɲʒək
890	WA	stand	t͡ʃuŋ
891	DEANG	stand	ʒaŋ
892	KHMU	stand	tən
893	KSINMUL	stand	t͡ʃal
894	KHASI	stand	ieŋ
895	MUNDARI	stand	tiŋɡu
896	JEH	give	doh
897	BAHNAR	give	an
898	CHRAU	give	an
899	VIETNAMESE	give	to
900	MON	give	kuiw
901	NYAKUR	give	kul
902	KHMER	give	oj
903	KUI_THAILAND	give	an
904	SEMAI	give	ok
905	WA	give	toʔ
906	DEANG	give	don
907	KHMU	give	un
908	KSINMUL	give	mah
909	MUNDARI	give	om
910	JEH	say	tətah
911	BAHNAR	say	pəma
912	CHRAU	say	paɲ
913	VIETNAMESE	say	raŋ
914	RUC	say	t͡ʃol
915	MON	say	huim
916	NYAKUR	say	pʰut
917	KHMER	say	srəti
918	SEMAI	say	pder
919	WA	say	krai
920	DEANG	say	ɡrai
921	KHMU	say	lo
922	KSINMUL	say	waw
923	KHASI	say	oŋ
924	MUNDARI	say	men
925	JEH	sun	matŋaj
926	BAHNAR	sun	nar
927	CHRAU	sun	mat_nar
928	VIETNAMESE	sun	mat_t͡ʃoi
929	RUC	sun	mətpləj
930	MON	sun	tŋaj
931	NYAKUR	sun	hãj
932	KHMER	sun	tʰəŋaj
933	KUI_THAILAND	sun	məniaŋ
934	SEMAI	sun	matʒis
935	WA	sun	siŋaiʔ
936	DEANG	sun	sŋoi
937	KHMU	sun	matpri
938	KSINMUL	sun	t͡ʃəlŋe
939	KHASI	sun	sŋi
940	MUNDARI	sun	siŋɡi
941	JEH	moon	kʰei
942	BAHNAR	moon	kʰei
943	CHRAU	moon	kʰaj
944	VIETNAMESE	moon	t͡ʃaŋ
945	MON	moon	ɡatu
946	NYAKUR	moon	ntuʔ
947	KHMER	moon	kʰɛ
948	KUI_THAILAND	moon	mpʰriaŋsai
949	SEMAI	moon	ɡt͡ʃɛʔ
950	WA	moon	kʰiʔ
951	DEANG	moon	plaŋ_kiar
952	KHMU	moon	moŋ
953	KSINMUL	moon	blah
954	KHASI	moon	binai
955	JEH	star	hloŋ
956	BAHNAR	star	səŋloŋ
957	CHRAU	star	simaɲ
958	RUC	star	kumiɲ
959	MON	star	saman
960	KHMER	star	pʰəkaj
961	KUI_THAILAND	star	ntar
962	SEMAI	star	prloj
963	WA	star	simʔuiŋ
964	DEANG	star	sman
965	KHMU	star	sərmin
966	KSINMUL	star	məɲ
967	KHASI	star	kʰlur
968	MUNDARI	star	ipil
969	JEH	water	dak
970	BAHNAR	water	dak
971	CHRAU	water	daʔ
972	VIETNAMESE	water	nuok
973	RUC	water	daʔ
974	MON	water	dak
975	NYAKUR	water	dak
976	KHMER	water	dək
977	KUI_THAILAND	water	diaʔ
978	SEMAI	water	tew
979	WA	water	rom
980	DEANG	water	om
981	KHMU	water	om
982	KSINMUL	water	hot
983	KHASI	water	um
984	MUNDARI	water	daʔ
985	JEH	rain	mriah
986	BAHNAR	rain	mi
987	CHRAU	rain	mi
988	VIETNAMESE	rain	mua
989	RUC	rain	kuməa
990	MON	rain	braj
991	NYAKUR	rain	pʰrɛj
992	KHMER	rain	bʰliəŋ
993	KUI_THAILAND	rain	məmia
994	SEMAI	rain	maniʔ
995	WA	rain	lʰɛʔ
996	DEANG	rain	klai
997	KHMU	rain	kəma
998	KSINMUL	rain	əmə
999	KHASI	rain	slap
1000	MUNDARI	rain	ɡama
1001	JEH	stone	təmou
1002	BAHNAR	stone	təmo
1003	CHRAU	stone	tamo
1004	VIETNAMESE	stone	da
1005	RUC	stone	lata
1006	MON	stone	tmoʔ
1007	NYAKUR	stone	hmoʔ
1008	KHMER	stone	tʰəmo
1009	KUI_THAILAND	stone	təmau
1010	WA	stone	si_mauʔ
1011	DEANG	stone	mau
1012	KHMU	stone	klaŋ
1013	KSINMUL	stone	əliəŋ
1014	KHASI	stone	maw
1015	MUNDARI	stone	diri
1016	JEH	sand	t͡ʃoih
1017	BAHNAR	sand	t͡ʃuəh
1018	CHRAU	sand	t͡ʃʷoh
1019	VIETNAMESE	sand	kat
1020	RUC	sand	təkat͡ʃ
1021	MON	sand	bti
1022	NYAKUR	sand	ntəl
1023	KHMER	sand	kʰəsat͡ʃ
1024	WA	sand	mʰaik
1025	DEANG	sand	kʰaiʔ
1026	KHMU	sand	t͡ʃres
1027	KHASI	sand	sʰiap
1028	MUNDARI	sand	ɡitil
1029	JEH	earth	neh
1030	BAHNAR	earth	tɛh
1031	CHRAU	earth	nteh
1032	VIETNAMESE	earth	dat
1033	MON	earth	ti
1034	NYAKUR	earth	tiʔ
1035	KHMER	earth	ti
1036	KUI_THAILAND	earth	kətɛʔ
1037	SEMAI	earth	teʔ
1038	WA	earth	tɛʔ
1039	DEANG	earth	kʼtai
1040	KHMU	earth	pəte
1041	KSINMUL	earth	kəte
1042	KHASI	earth	pirtʰei
1043	MUNDARI	earth	ote
1044	JEH	cloud	kəsok
1045	BAHNAR	cloud	həməl
1046	CHRAU	cloud	tuʔ
1047	VIETNAMESE	cloud	mad͡ʒ
1048	RUC	cloud	məl
1049	MON	cloud	matbrai
1050	NYAKUR	cloud	mok
1051	KHMER	cloud	bəbok
1052	KUI_THAILAND	cloud	hlət
1053	WA	cloud	paiʔom
1054	DEANG	cloud	ⁿʰʔut
1055	KHMU	cloud	put
1056	KSINMUL	cloud	mok
1057	KHASI	cloud	lʲʼoh
1058	MUNDARI	cloud	rimil
1059	JEH	smoke	hnuai
1060	BAHNAR	smoke	ɲui
1061	CHRAU	smoke	ɲuʔ
1062	VIETNAMESE	smoke	kxoi
1063	RUC	smoke	kahoj
1064	MON	smoke	jak
1065	NYAKUR	smoke	jak
1066	KHMER	smoke	pʰəsɛŋ
1067	KUI_THAILAND	smoke	mpiʔ
1068	SEMAI	smoke	t͡ʃul
1069	WA	smoke	tauʔ
1070	DEANG	smoke	toʔ
1071	KHMU	smoke	pətə
1072	KSINMUL	smoke	pətow
1073	KHASI	smoke	ⁿdem
1074	MUNDARI	smoke	sukul
1075	JEH	fire	on
1076	BAHNAR	fire	uɲ
1077	CHRAU	fire	uɲ
1078	VIETNAMESE	fire	lua
1079	RUC	fire	kurʰ
1080	MON	fire	pamat
1081	NYAKUR	fire	kəmat
1082	KHMER	fire	bʰlaəŋ
1083	KUI_THAILAND	fire	uh
1084	SEMAI	fire	os
1085	WA	fire	ŋu
1086	DEANG	fire	ŋar
1087	KHMU	fire	pərləa
1088	KSINMUL	fire	həɡoŋ
1089	KHASI	fire	diŋ
1090	MUNDARI	fire	seŋɡel
1091	JEH	ashes	luŋ_lok
1092	BAHNAR	ashes	həjok
1093	CHRAU	ashes	vuh
1094	VIETNAMESE	ashes	t͡ʃo
1095	RUC	ashes	təpɛh
1096	MON	ashes	pateŋ
1097	NYAKUR	ashes	pətiɲ
1098	KHMER	ashes	pʰɛh
1099	KUI_THAILAND	ashes	pʰaʔ
1100	SEMAI	ashes	ɡŋhəl
1101	WA	ashes	ɲauʔ
1102	DEANG	ashes	kʼfaŋ
1103	KHMU	ashes	poh
1104	KSINMUL	ashes	əboh
1105	KHASI	ashes	dipei
1106	MUNDARI	ashes	toroeʔ
1107	CHRAU	burn	ŋit
1108	RUC	burn	takat
1109	MON	burn	tau
1110	NYAKUR	burn	kʰlak
1111	KHMER	burn	tut
1112	KUI_THAILAND	burn	t͡ʃaŋ
1113	WA	burn	kəik
1114	KHMU	burn	pok
1115	KHASI	burn	iŋ
1116	MUNDARI	burn	ro
1117	JEH	road	traŋ
1118	BAHNAR	road	troŋ
1119	CHRAU	road	troŋ
1120	VIETNAMESE	road	duoŋ
1121	MON	road	traw
1122	NYAKUR	road	trew
1123	KHMER	road	ʒəluw_tʰənal
1124	KUI_THAILAND	road	kəna
1125	SEMAI	road	nuŋ
1126	WA	road	kraʔ
1127	DEANG	road	ndɛŋ
1128	KHMU	road	ŋor
1129	KSINMUL	road	tum
1130	KHASI	road	surok
1131	MUNDARI	road	hora
1132	JEH	mountain	ŋuk
1133	BAHNAR	mountain	koŋ
1134	CHRAU	mountain	ɡuŋ
1135	VIETNAMESE	mountain	nui
1136	RUC	mountain	t͡ʃət
1137	MON	mountain	duiw
1138	NYAKUR	mountain	kur
1139	KHMER	mountain	bʰənom
1140	KUI_THAILAND	mountain	bru
1141	SEMAI	mountain	lot
1142	WA	mountain	ɡoŋ
1143	DEANG	mountain	svr
1144	KHMU	mountain	mok
1145	KSINMUL	mountain	kʰeɡaŋ
1146	KHASI	mountain	limbah
1147	MUNDARI	mountain	buru
1148	JEH	red	dum
1149	BAHNAR	red	bre
1150	CHRAU	red	prho
1151	VIETNAMESE	red	do
1152	RUC	red	to
1153	MON	red	bkat
1154	NYAKUR	red	pʰələɲ
1155	KHMER	red	krəham
1156	KUI_THAILAND	red	ksaw
1157	SEMAI	red	rŋaɲ
1158	WA	red	rauh
1159	DEANG	red	rəŋ
1160	KHMU	red	jim
1161	KSINMUL	red	kəʔet
1162	KHASI	red	saw
1163	MUNDARI	red	araʔ
1164	JEH	green	drih
1165	BAHNAR	green	ʒək
1166	MON	green	saŋeak
1167	NYAKUR	green	lət͡ʃok
1168	KHMER	green	pajtaŋ
1169	WA	green	klai
1170	DEANG	green	ɲiar
1171	KHMU	green	t͡ʃəŋar
1172	KSINMUL	green	le
1173	MUNDARI	green	ɡaded
1174	JEH	yellow	driŋ
1175	BAHNAR	yellow	dreŋ
1176	CHRAU	yellow	ramut
1177	VIETNAMESE	yellow	vaŋ
1178	RUC	yellow	vaŋ
1179	MON	yellow	damit
1180	NYAKUR	yellow	pət͡ʃuɲ
1181	KHMER	yellow	ləŋ
1182	SEMAI	yellow	pʰok
1183	WA	yellow	lʰəŋ
1184	DEANG	yellow	təŋ
1185	KHMU	yellow	si_ləŋ
1186	KSINMUL	yellow	ləŋ
1187	KHASI	yellow	stem
1188	MUNDARI	yellow	sa_saŋ
1189	JEH	white	təbok
1190	BAHNAR	white	kok
1191	CHRAU	white	voʔ
1192	VIETNAMESE	white	t͡ʃaŋ
1193	RUC	white	təkal
1194	MON	white	bu
1195	NYAKUR	white	t͡ʃʰuŋ
1196	KHMER	white	so
1197	KUI_THAILAND	white	buaʔ
1198	SEMAI	white	bʲɛk
1199	WA	white	paiŋ
1200	DEANG	white	bloʔ
1201	KHMU	white	klok
1202	KSINMUL	white	luək
1203	KHASI	white	lih
1204	JEH	black	ɲuŋ
1205	BAHNAR	black	ɡam
1206	CHRAU	black	d͡ʒuʔ
1207	VIETNAMESE	black	den
1208	RUC	black	tɛntɛn
1209	MON	black	ləmt͡ʃok
1210	NYAKUR	black	pʰliət
1211	KHMER	black	kʰəmaw
1212	KUI_THAILAND	black	tʷɛɲ
1213	SEMAI	black	blʔak
1214	WA	black	luŋ
1215	DEANG	black	vaŋ
1216	KHMU	black	həaŋ
1217	KSINMUL	black	ot͡ʃ
1218	KHASI	black	ioŋ
1219	MUNDARI	black	heⁿde
1220	JEH	night	maŋ
1221	BAHNAR	night	maŋ
1222	CHRAU	night	maŋ
1223	VIETNAMESE	night	dem
1224	MON	night	btam
1225	NYAKUR	night	pətam
1226	KHMER	night	jop
1227	KUI_THAILAND	night	kʰriau
1228	SEMAI	night	təpm
1229	WA	night	pomsom
1230	DEANG	night	səm
1231	KHMU	night	pəsəam
1232	KSINMUL	night	pət
1233	KHASI	night	miet
1234	VIETNAMESE	warm	noŋ
1235	RUC	warm	təl
1236	MON	warm	ɡuim
1237	NYAKUR	warm	rəʔuɲ
1238	KHMER	warm	kədaw
1239	DEANG	warm	un
1240	KHMU	warm	ŋəkəm
1241	KSINMUL	warm	ɡəm
1242	MUNDARI	warm	lolo
1243	JEH	cold	rəteh
1244	BAHNAR	cold	təŋiet
1245	CHRAU	cold	takat
1246	RUC	cold	lubat
1247	MON	cold	ɡoak
1248	NYAKUR	cold	təkat
1249	KHMER	cold	trəʒak
1250	KUI_THAILAND	cold	t͡ʃŋɛt
1251	SEMAI	cold	sŋɛt͡ʃ
1252	WA	cold	kuat
1253	DEANG	cold	kat
1254	KHMU	cold	ŋar
1255	KSINMUL	cold	kʰreat
1256	KHASI	cold	kʰreat
1257	MUNDARI	cold	tutukan
1258	JEH	full	biŋ
1259	BAHNAR	full	ben̪
1260	CHRAU	full	veɲ
1261	VIETNAMESE	full	daj
1262	RUC	full	blam
1263	MON	full	peŋ
1264	NYAKUR	full	pin̪
1265	KHMER	full	bən
1266	SEMAI	full	təbek
1267	WA	full	nauk
1268	DEANG	full	noʔ
1269	KHMU	full	kin
1270	KSINMUL	full	kiɲ
1271	KHASI	full	dap
1272	JEH	new	nao
1273	BAHNAR	new	hlɛ
1274	CHRAU	new	me
1275	VIETNAMESE	new	moi
1276	RUC	new	bəj
1277	MON	new	tami
1278	NYAKUR	new	təmiʔ
1279	KHMER	new	tʰmi
1280	KUI_THAILAND	new	tmai
1281	SEMAI	new	paj
1282	WA	new	kʰrauʔ
1283	DEANG	new	kmai
1284	KHMU	new	hənme
1285	KSINMUL	new	həme
1286	KHASI	new	tʰimmai
1287	JEH	good	liam
1288	BAHNAR	good	liɛm
1289	CHRAU	good	jah
1290	VIETNAMESE	good	tot
1291	RUC	good	jah
1292	MON	good	kʰuih
1293	NYAKUR	good	hnap
1294	KHMER	good	ləʔo
1295	SEMAI	good	bor
1296	WA	good	mʰəm
1297	DEANG	good	mʰəm
1298	KHMU	good	lə
1299	KSINMUL	good	tuh
1300	KHASI	good	babha
1301	MUNDARI	good	buɡi
1302	BAHNAR	round	həpom
1303	RUC	round	klon
1304	MON	round	kʰdom
1305	NYAKUR	round	kəlpum
1306	KHMER	round	mul
1307	KUI_THAILAND	round	dul
1308	WA	round	lomle
1309	KHMU	round	mon
1310	KSINMUL	round	mon
1311	KHASI	round	pillun
1312	JEH	dry	raŋ
1313	BAHNAR	dry	hreŋ
1314	CHRAU	dry	sah
1315	MON	dry	səmkah
1316	NYAKUR	dry	t͡ʃəkas
1317	KHMER	dry	sŋuət
1318	KUI_THAILAND	dry	sʔat
1319	SEMAI	dry	hot͡ʃ
1320	WA	dry	kroh
1321	KHMU	dry	ras
1322	KHASI	dry	rikʰiaŋ
1323	MUNDARI	dry	roro
1324	JEH	name	təliʔ
1325	CHRAU	name	saʔ
1326	VIETNAMESE	name	ten
1327	KHMER	name	ʒʰəmaoh
1328	KUI_THAILAND	name	məh
1329	SEMAI	name	muh
1330	WA	name	kaəʔ
1331	KHASI	name	kirteŋ
1332	MUNDARI	name	nutum
1333	HUASTEC	I	in
1334	TOJOLABAL	I	ken
1335	CHUJ	I	in
1336	JACALTEC	I	haninan
1337	QANJOBAL_SANTA_EULALIA	I	ajinti
1338	ACATECO_SAN_MIGUEL_ACATAN	I	hain
1339	IXIL_CHAJUL	I	in
1340	AGUACATEC	I	in
1341	TECO_TECTITAN	I	aʔin
1342	MAM_NORTHERN	I	ajine
1343	SIPAKAPENSE	I	in
1344	SACAPULTECO_SACAPULAS_CENTRO	I	raʔin
1345	CENTRAL_QUICHE	I	in
1346	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	I	jin
1347	TZUTUJIL_SAN_JUAN_LA_LAGUNA	I	inin
1348	POQOMCHI_WESTERN	I	hin
1349	POCOMAM_EASTERN	I	hin
1350	USPANTEKO	I	in
1351	EASTERN_KEKCHI_CAHABON	I	haʔin
1352	TZELTAL_BACHAJON	I	hoʔon
1353	CHOL_TUMBALA	I	hoɲon
1354	CHORTI	I	en
1355	ITZAJ	I	ten
1356	MOPAN	I	innen
1357	MAYA_YUCATAN	I	en
1358	HUASTEC	thou	it
1359	TOJOLABAL	thou	wen
1360	CHUJ	thou	at͡ʃ
1361	JACALTEC	thou	hat͡ʃ
1362	QANJOBAL_SANTA_EULALIA	thou	at͡ʃti
1363	ACATECO_SAN_MIGUEL_ACATAN	thou	hat͡ʃtiʔ
1364	IXIL_CHAJUL	thou	ah
1365	AGUACATEC	thou	aʃ
1366	TECO_TECTITAN	thou	aʔit͡ʃ
1367	MAM_NORTHERN	thou	aja
1368	SIPAKAPENSE	thou	at
1369	SACAPULTECO_SACAPULAS_CENTRO	thou	raʔat
1370	CENTRAL_QUICHE	thou	at
1371	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	thou	rat
1372	TZUTUJIL_SAN_JUAN_LA_LAGUNA	thou	atet
1373	POQOMCHI_WESTERN	thou	hat
1374	POCOMAM_EASTERN	thou	hat
1375	USPANTEKO	thou	at
1376	EASTERN_KEKCHI_CAHABON	thou	haʔat
1377	ZINACANTAN_TZOTZIL	thou	vot
1378	TZELTAL_BACHAJON	thou	haʔat
1379	CHOL_TUMBALA	thou	hatet
1380	CHONTAL_TABASCO	thou	ane
1381	CHORTI	thou	et
1382	ITZAJ	thou	tet͡ʃ
1383	MOPAN	thou	int͡ʃet͡ʃ
1384	MAYA_YUCATAN	thou	et͡ʃ
1385	HUASTEC	we	wawaʔ
1386	TOJOLABAL	we	keⁿtik
1387	CHUJ	we	oŋ
1388	JACALTEC	we	haŋoŋaŋ
1389	QANJOBAL_SANTA_EULALIA	we	aonti
1390	ACATECO_SAN_MIGUEL_ACATAN	we	heontiʔ
1391	IXIL_CHAJUL	we	oʔ
1392	AGUACATEC	we	oʔ
1393	TECO_TECTITAN	we	aʔoʔ
1394	MAM_NORTHERN	we	qoʔ
1395	SIPAKAPENSE	we	ox
1396	SACAPULTECO_SACAPULAS_CENTRO	we	raʔox
1397	CENTRAL_QUICHE	we	ux
1398	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	we	rox
1399	TZUTUJIL_SAN_JUAN_LA_LAGUNA	we	oxox
1400	POQOMCHI_WESTERN	we	hox
1401	POCOMAM_EASTERN	we	qox
1402	USPANTEKO	we	ox
1403	EASTERN_KEKCHI_CAHABON	we	haʔo
1404	ZINACANTAN_TZOTZIL	we	votikotik
1405	TZELTAL_BACHAJON	we	hoʔotik
1406	CHOL_TUMBALA	we	lohon
1407	CHONTAL_TABASCO	we	noʔonla
1408	CHORTI	we	oŋ
1409	ITZAJ	we	intoʔon
1410	MOPAN	we	innoʔon
1411	MAYA_YUCATAN	we	oʔon
1412	HUASTEC	this	aʃeʔ
1413	TOJOLABAL	this	iti
1414	CHUJ	this	xun_tik
1415	JACALTEC	this	tiʔ
1416	QANJOBAL_SANTA_EULALIA	this	xunti
1417	ACATECO_SAN_MIGUEL_ACATAN	this	huntiʔ
1418	IXIL_CHAJUL	this	uwaʔ
1419	AGUACATEC	this	eʔx
1420	TECO_TECTITAN	this	axa_nt͡sani
1421	MAM_NORTHERN	this	luʔ
1422	SIPAKAPENSE	this	waʔ
1423	SACAPULTECO_SACAPULAS_CENTRO	this	riʔ
1424	CENTRAL_QUICHE	this	we_riʔ
1425	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	this	reʔ
1426	TZUTUJIL_SAN_JUAN_LA_LAGUNA	this	xawariʔ
1427	POQOMCHI_WESTERN	this	reʔwili
1428	POCOMAM_EASTERN	this	rijuʔ
1429	USPANTEKO	this	ri
1430	EASTERN_KEKCHI_CAHABON	this	haʔin
1431	ZINACANTAN_TZOTZIL	this	liʔ
1432	TZELTAL_BACHAJON	this	haʔ_ini
1433	CHOL_TUMBALA	this	hini
1434	CHONTAL_TABASCO	this	hindi
1435	CHORTI	this	ira
1436	ITZAJ	this	ahelah
1437	MOPAN	this	leʔek_adʼaʔa
1438	MAYA_YUCATAN	this	lelaʔ
1439	LACANDON	this	teʔraʔ
1440	HUASTEC	that	niʃeʔ
1441	TOJOLABAL	that	tan
1442	CHUJ	that	xun_t͡ʃa
1443	JACALTEC	that	tuʔ
1444	QANJOBAL_SANTA_EULALIA	that	xuntu
1445	ACATECO_SAN_MIGUEL_ACATAN	that	huʔuntuʔ
1446	IXIL_CHAJUL	that	uwaʔe
1447	AGUACATEC	that	at͡s
1448	TECO_TECTITAN	that	axnini
1449	MAM_NORTHERN	that	t͡ʃiʃ
1450	SIPAKAPENSE	that	laʔ
1451	SACAPULTECO_SACAPULAS_CENTRO	that	laʔ
1452	CENTRAL_QUICHE	that	leʔ
1453	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	that	laʔ
1454	TZUTUJIL_SAN_JUAN_LA_LAGUNA	that	xaʔ
1455	POQOMCHI_WESTERN	that	reʔreʔreʔ
1456	POCOMAM_EASTERN	that	rereʔ
1457	USPANTEKO	that	re
1458	EASTERN_KEKCHI_CAHABON	that	haʔan
1459	ZINACANTAN_TZOTZIL	that	ti
1460	TZELTAL_BACHAJON	that	haʔ_me_ine
1461	CHOL_TUMBALA	that	iʃiji
1462	CHONTAL_TABASCO	that	hini
1463	CHORTI	that	jaxaʔ
1464	ITZAJ	that	aheloh
1465	MOPAN	that	leʔek
1466	MAYA_YUCATAN	that	leloʔ
1467	LACANDON	that	rah
1468	HUASTEC	who	hitaʔ
1469	TOJOLABAL	who	mat͡ʃʔ
1470	CHUJ	who	mat͡ʃ
1471	JACALTEC	who	mak
1472	QANJOBAL_SANTA_EULALIA	who	makcel
1473	ACATECO_SAN_MIGUEL_ACATAN	who	maʃcekel
1474	IXIL_CHAJUL	who	xal
1475	AGUACATEC	who	naʔx
1476	TECO_TECTITAN	who	abʼl
1477	MAM_NORTHERN	who	alkʲe
1478	SIPAKAPENSE	who	t͡ʃinaq
1479	SACAPULTECO_SACAPULAS_CENTRO	who	na
1480	CENTRAL_QUICHE	who	xat͡ʃin
1481	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	who	at͡ʃike
1482	TZUTUJIL_SAN_JUAN_LA_LAGUNA	who	naq_kʼariʔ
1483	POQOMCHI_WESTERN	who	hanwat͡ʃ
1484	POCOMAM_EASTERN	who	haʔ_wat͡ʃ
1485	USPANTEKO	who	nen
1486	EASTERN_KEKCHI_CAHABON	who	anih
1487	ZINACANTAN_TZOTZIL	who	but͡ʃʼu
1488	TZELTAL_BACHAJON	who	mat͡ʃʼa
1489	CHOL_TUMBALA	who	maki
1490	CHONTAL_TABASCO	who	mat͡ʃka
1491	CHORTI	who	t͡ʃi
1492	ITZAJ	who	maʃ
1493	MOPAN	who	maki
1494	MAYA_YUCATAN	who	maʃ
1495	LACANDON	who	mak
1496	HUASTEC	what	hantʼo
1497	TOJOLABAL	what	xas
1498	CHUJ	what	tas
1499	JACALTEC	what	t͡set
1500	QANJOBAL_SANTA_EULALIA	what	t͡set_jetal
1501	ACATECO_SAN_MIGUEL_ACATAN	what	cetal
1502	IXIL_CHAJUL	what	kame
1503	AGUACATEC	what	mbʼi
1504	TECO_TECTITAN	what	tidiʔ
1505	MAM_NORTHERN	what	ti
1506	SIPAKAPENSE	what	t͡ʃe
1507	SACAPULTECO_SACAPULAS_CENTRO	what	t͡ʃe
1508	CENTRAL_QUICHE	what	xas
1509	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	what	at͡ʃike
1510	TZUTUJIL_SAN_JUAN_LA_LAGUNA	what	naq
1511	POQOMCHI_WESTERN	what	t͡ʃaxbʼi
1512	POCOMAM_EASTERN	what	hilaʔ
1513	USPANTEKO	what	nen
1514	EASTERN_KEKCHI_CAHABON	what	kʼaruh
1515	ZINACANTAN_TZOTZIL	what	kʼu
1516	TZELTAL_BACHAJON	what	bin_a
1517	CHOL_TUMBALA	what	t͡ʃuki
1518	CHONTAL_TABASCO	what	kʷaʔ
1519	CHORTI	what	tukʼa
1520	ITZAJ	what	baʔaʃ
1521	MOPAN	what	kʼuʔi
1522	MAYA_YUCATAN	what	bʼaʔaʃ
1523	LACANDON	what	baʔ
1524	HUASTEC	not	iba
1525	TOJOLABAL	not	mi
1526	CHUJ	not	ma
1527	MOCHO	not	moʔ
1528	JACALTEC	not	mat
1529	QANJOBAL_SANTA_EULALIA	not	man
1530	ACATECO_SAN_MIGUEL_ACATAN	not	man
1531	IXIL_CHAJUL	not	jeʔ
1532	AGUACATEC	not	kil
1533	TECO_TECTITAN	not	ⁿʲac
1534	MAM_NORTHERN	not	mi
1535	SIPAKAPENSE	not	qa
1536	SACAPULTECO_SACAPULAS_CENTRO	not	tax
1537	CENTRAL_QUICHE	not	man_tax
1538	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	not	manta
1539	TZUTUJIL_SAN_JUAN_LA_LAGUNA	not	mata
1540	POQOMCHI_WESTERN	not	maʔ
1541	POCOMAM_EASTERN	not	ma
1542	USPANTEKO	not	ma
1543	EASTERN_KEKCHI_CAHABON	not	ma
1544	ZINACANTAN_TZOTZIL	not	mu
1545	TZELTAL_BACHAJON	not	maʔuk
1546	CHOL_TUMBALA	not	maʔan
1547	CHONTAL_TABASCO	not	mat͡ʃ
1548	CHORTI	not	maʔt͡ʃi
1549	ITZAJ	not	ma
1550	MOPAN	not	maʔ
1551	MAYA_YUCATAN	not	maʔ
1552	LACANDON	not	mənaʔ
1553	HUASTEC	all	talaʔ
1554	TOJOLABAL	all	spet͡sanil
1555	CHUJ	all	smasnil
1556	MOCHO	all	hunaŋ
1557	JACALTEC	all	sunil
1558	QANJOBAL_SANTA_EULALIA	all	masanil
1559	ACATECO_SAN_MIGUEL_ACATAN	all	smasanil
1560	IXIL_CHAJUL	all	kaqajil
1561	AGUACATEC	all	tirkun
1562	TECO_TECTITAN	all	tkʲaqil
1563	MAM_NORTHERN	all	kʲkʲaqil
1564	SIPAKAPENSE	all	nxel
1565	SACAPULTECO_SACAPULAS_CENTRO	all	ranaxel
1566	CENTRAL_QUICHE	all	konoxel
1567	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	all	noxel
1568	TZUTUJIL_SAN_JUAN_LA_LAGUNA	all	ronoxel
1569	POQOMCHI_WESTERN	all	t͡ʃint͡ʃel
1570	POCOMAM_EASTERN	all	intier
1571	USPANTEKO	all	ronoxel
1572	EASTERN_KEKCHI_CAHABON	all	t͡ʃixunil
1573	ZINACANTAN_TZOTZIL	all	kotol
1574	TZELTAL_BACHAJON	all	spisil
1575	CHONTAL_TABASCO	all	upete
1576	CHORTI	all	tunor
1577	ITZAJ	all	lah
1578	MOPAN	all	tulakal
1579	MAYA_YUCATAN	all	lah
1580	LACANDON	all	puriʔ
1581	HUASTEC	many	jan
1582	CHICOMUCELTEC	many	jan
1583	TOJOLABAL	many	xel
1584	CHUJ	many	niwan
1585	MOCHO	many	kʼehan
1586	JACALTEC	many	t͡setkʼa
1587	QANJOBAL_SANTA_EULALIA	many	ʃiwil
1588	ACATECO_SAN_MIGUEL_ACATAN	many	miman_taʃ
1589	IXIL_CHAJUL	many	nim
1590	AGUACATEC	many	alaʔ
1591	TECO_TECTITAN	many	nim
1592	MAM_NORTHERN	many	nimku
1593	SIPAKAPENSE	many	kʼij
1594	SACAPULTECO_SACAPULAS_CENTRO	many	kʼij
1595	CENTRAL_QUICHE	many	kʼi
1596	SOUTHERN_CAKCHIQUEL_SAN_ANDRES_ITZAPA	many	kʼij
1597	TZUTUJIL_SAN_JUAN_LA_LAGUNA	many	kʼij
1598	POQOMCHI_WESTERN	many	kʼih
1599	POCOMAM_EASTERN	many	konɡan
1600	USPANTEKO	many	kʼi
1601	EASTERN_KEKCHI_CAHABON	many	nabʼal
1602	ZINACANTAN_TZOTZIL	many	ep
1603	TZELTAL_BACHAJON	many	bajel
1604	CHOL_TUMBALA	many	bakʼəl
1605	CHONTAL_TABASCO	many	kʼen
1606	CHORTI	many	impʼon
1607	ITZAJ	many	jab
