DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
HAUSA_3	hau	name	1405	100	suna	81		suna	444
BOLEWA	bol	name	1405	100	siNkwo	81		siŋkwo	445
OROMO	gaz	name	1405	100	maqa	83		maqa	446
DAHALO_2	dal	name	1405	100	sare	84		sare	447
KAFFA	kbr	name	1405	100	Sigo	85		ʃiɡo	448
SYRIAC_2	syc	ear	1247	39	edn	81		edn	449
ARABIC_QURANIC	arb	ear	1247	39	un	81		un	450
ARABIC_LEBANESE	apc	ear	1247	39	3d3n	81		ədən	451
GEEZ	gez	ear	1247	39	3z3n	81		əzən	452
TIGRAI	tir	ear	1247	39	3zni	81		əzni	453
HARARI_2	har	ear	1247	39	uzun	81		uzun	454
MEHRI_2	gdq	ear	1247	39	haydin	81		hajdin	455
JIBBALI	shv	ear	1247	39	idEn	81		idɛn	456
SOQOTRI_2	sqt	ear	1247	39	idih3n	81		idihən	457
SIWA	siz	ear	1247	39	tam3zuht	83		taməzuht	458
GHADAMES_2	gha	ear	1247	39	is3m	84		isəm	459
AHAGGAR	thv	ear	1247	39	tam3zuk	83		taməzuk	460
ZENAGA_2	zen	ear	1247	39	tamazgud	83		tamazɡud	461
QABYLE	kab	ear	1247	39	am3zux	83		aməzux	462
HAUSA_3	hau	ear	1247	39	kune	85		kune	463
BOLEWA	bol	ear	1247	39	kumi	85		kumi	464
BEJA_2	bej	ear	1247	39	angwil	86		anɡwil	465
OROMO	gaz	ear	1247	39	gura	87		ɡura	466
DAHALO_2	dal	ear	1247	39	agaZo	88		aɡaʒo	467
KAFFA	kbr	ear	1247	39	wamo	89		wamo	468
SYRIAC_2	syc	eye	1248	40	ayn	41		ajn	469
ARABIC_QURANIC	arb	eye	1248	40	Xayn	41		χajn	470
ARABIC_LEBANESE	apc	eye	1248	40	Xayn	41		χajn	471
GEEZ	gez	eye	1248	40	Xayn	41		χajn	472
TIGRAI	tir	eye	1248	40	Xayni	41		χajni	473
AMHARIC_3	amh	eye	1248	40	ayn	41		ajn	474
HARARI_2	har	eye	1248	40	in	41		in	475
MEHRI_2	gdq	eye	1248	40	Xayn	41		χajn	476
JIBBALI	shv	eye	1248	40	Xihn	41		χihn	477
SOQOTRI_2	sqt	eye	1248	40	Xayn	41		χajn	478
SIWA	siz	eye	1248	40	t3t	44		tət	479
GHADAMES_2	gha	eye	1248	40	aw3l	42		awəl	480
AHAGGAR	thv	eye	1248	40	tit	44		tit	481
ZENAGA_2	zen	eye	1248	40	tud	44		tud	482
QABYLE	kab	eye	1248	40	tit	44		tit	483
HAUSA_3	hau	eye	1248	40	ido	44		ido	484
BOLEWA	bol	eye	1248	40	idi	44		idi	485
BEJA_2	bej	eye	1248	40	lili	42		lili	486
OROMO	gaz	eye	1248	40	ija	42		id͡ʒa	487
DAHALO_2	dal	eye	1248	40	ila	42		ila	488
KAFFA	kbr	eye	1248	40	afo	45		afo	489
SYRIAC_2	syc	nose	1221	41	neXir	52		neχir	490
ARABIC_QURANIC	arb	nose	1221	41	anf	51		anf	491
ARABIC_LEBANESE	apc	nose	1221	41	m3nXar	52		mənχar	492
GEEZ	gez	nose	1221	41	anf	51		anf	493
TIGRAI	tir	nose	1221	41	af3nCa	53		afənt͡ʃa	494
AMHARIC_3	amh	nose	1221	41	3f3nCa	53		əfənt͡ʃa	495
HARARI_2	har	nose	1221	41	uf	51		uf	496
MEHRI_2	gdq	nose	1221	41	neXrir	52		neχrir	497
JIBBALI	shv	nose	1221	41	nahrer	52		nahrer	498
SOQOTRI_2	sqt	nose	1221	41	nahrir	52		nahrir	499
SIWA	siz	nose	1221	41	tanz~art	55		taⁿzart	500
GHADAMES_2	gha	nose	1221	41	t3nzart	55		tənzart	501
AHAGGAR	thv	nose	1221	41	a5giur	52		aɲɡiur	502
ZENAGA_2	zen	nose	1221	41	tinZ3r3n	55		tinʒərən	503
QABYLE	kab	nose	1221	41	anzar3n	55	pl	anzarən	504
HAUSA_3	hau	nose	1221	41	nanCi	56		nant͡ʃi	505
BOLEWA	bol	nose	1221	41	wintu	56		wintu	506
BEJA_2	bej	nose	1221	41	genut	57		ɡenut	507
OROMO	gaz	nose	1221	41	fu5an	58		fuɲan	508
KAFFA	kbr	nose	1221	41	mudo	59		mudo	509
SYRIAC_2	syc	tooth	1380	43	Sen	11		ʃen	510
ARABIC_QURANIC	arb	tooth	1380	43	sin	11		sin	511
ARABIC_LEBANESE	apc	tooth	1380	43	s3n	11		sən	512
GEEZ	gez	tooth	1380	43	s3n	11		sən	513
TIGRAI	tir	tooth	1380	43	s3ni	11		səni	514
AMHARIC_3	amh	tooth	1380	43	t3rs	12		tərs	515
HARARI_2	har	tooth	1380	43	s3n	11		sən	516
MEHRI_2	gdq	tooth	1380	43	mdenyet	13		mdenjet	517
JIBBALI	shv	tooth	1380	43	Snin	11		ʃnin	518
SOQOTRI_2	sqt	tooth	1380	43	Xale	14		χale	519
SIWA	siz	tooth	1380	43	asayn	11		asajn	520
GHADAMES_2	gha	tooth	1380	43	asin	11		asin	521
AHAGGAR	thv	tooth	1380	43	sin3n	11	pl	sinən	522
ZENAGA_2	zen	tooth	1380	43	uks	17		uks	523
QABYLE	kab	tooth	1380	43	tuxm3st	18		tuxməst	524
HAUSA_3	hau	tooth	1380	43	hakori	19		hakori	525
BOLEWA	bol	tooth	1380	43	ido	20		ido	526
BEJA_2	bej	tooth	1380	43	kos	17		kos	527
OROMO	gaz	tooth	1380	43	ilkan	21		ilkan	528
DAHALO_2	dal	tooth	1380	43	kalati	21		kalati	529
KAFFA	kbr	tooth	1380	43	gaSo	22		ɡaʃo	530
SYRIAC_2	syc	tongue	1205	44	leSan	1		leʃan	531
ARABIC_QURANIC	arb	tongue	1205	44	lisan	1		lisan	532
ARABIC_LEBANESE	apc	tongue	1205	44	lsen	1		lsen	533
GEEZ	gez	tongue	1205	44	l3san	1		ləsan	534
TIGRAI	tir	tongue	1205	44	malXas	2		malχas	535
AMHARIC_3	amh	tongue	1205	44	m3las	2		məlas	536
MEHRI_2	gdq	tongue	1205	44	lSin	1		lʃin	537
JIBBALI	shv	tongue	1205	44	ElSEn	1		ɛlʃɛn	538
SOQOTRI_2	sqt	tongue	1205	44	leSin	1		leʃin	539
SIWA	siz	tongue	1205	44	il3s	1		iləs	540
GHADAMES_2	gha	tongue	1205	44	il3s	1		iləs	541
AHAGGAR	thv	tongue	1205	44	il3s	1		iləs	542
ZENAGA_2	zen	tongue	1205	44	3Csi	1		ət͡ʃsi	543
QABYLE	kab	tongue	1205	44	il3s	1		iləs	544
HAUSA_3	hau	tongue	1205	44	harSe	1		harʃe	545
BOLEWA	bol	tongue	1205	44	lisi	1		lisi	546
BEJA_2	bej	tongue	1205	44	midala	3	also: mida	midala	547
OROMO	gaz	tongue	1205	44	araba	4		araba	548
DAHALO_2	dal	tongue	1205	44	Xena	5		χena	549
KAFFA	kbr	tongue	1205	44	eCiyo	6		et͡ʃijo	550
SYRIAC_2	syc	person	683	18	barnaS	82		barnaʃ	551
ARABIC_QURANIC	arb	person	683	18	insan	82		insan	552
ARABIC_LEBANESE	apc	person	683	18	insen	82		insen	553
GEEZ	gez	person	683	18	b373si	83		bəʔəsi	554
TIGRAI	tir	person	683	18	sab	84		sab	555
AMHARIC_3	amh	person	683	18	s3w	84		səw	556
HARARI_2	har	person	683	18	usu7	84		usuʔ	557
SOQOTRI_2	sqt	person	683	18	Xag	85		χaɡ	558
GHADAMES_2	gha	person	683	18	iman	88		iman	559
AHAGGAR	thv	person	683	18	y3n	89		jən	560
ZENAGA_2	zen	person	683	18	min	88		min	561
HAUSA_3	hau	person	683	18	mutum	90		mutum	562
BOLEWA	bol	person	683	18	memu	91		memu	563
BEJA_2	bej	person	683	18	ha	92		ha	564
OROMO	gaz	person	683	18	nama	93		nama	565
DAHALO_2	dal	person	683	18	"guh""o"	94		ɡuhʼo	566
KAFFA	kbr	person	683	18	aSo	82		aʃo	567
SYRIAC_2	syc	knee	1371	47	burk	51		burk	568
ARABIC_QURANIC	arb	knee	1371	47	rukbat	52		rukbat	569
ARABIC_LEBANESE	apc	knee	1371	47	rikbi	52		rikbi	570
GEEZ	gez	knee	1371	47	b3rk	51		bərk	571
TIGRAI	tir	knee	1371	47	b3rki	51		bərki	572
MEHRI_2	gdq	knee	1371	47	barak	51		barak	573
JIBBALI	shv	knee	1371	47	bErk	51		bɛrk	574
SOQOTRI_2	sqt	knee	1371	47	bark	51		bark	575
SIWA	siz	knee	1371	47	fud	54		fud	576
GHADAMES_2	gha	knee	1371	47	uf3d	54		ufəd	577
AHAGGAR	thv	knee	1371	47	afud	54		afud	578
ZENAGA_2	zen	knee	1371	47	o7fu	54		oʔfu	579
QABYLE	kab	knee	1371	47	agw~3Srir	55		aɡʷəʃrir	580
HAUSA_3	hau	knee	1371	47	gw~iwa	56		ɡʷiwa	581
BOLEWA	bol	knee	1371	47	burn	57		burn	582
BEJA_2	bej	knee	1371	47	gun	58	also: mb~a	ɡun	583
OROMO	gaz	knee	1371	47	jilba	59		d͡ʒilba	584
DAHALO_2	dal	knee	1371	47	gili	60		ɡili	585
KAFFA	kbr	knee	1371	47	ango	61		anɡo	586
SYRIAC_2	syc	hand	1277	48	id	72		id	587
ARABIC_QURANIC	arb	hand	1277	48	yad	72		jad	588
ARABIC_LEBANESE	apc	hand	1277	48	3d	72		əd	589
GEEZ	gez	hand	1277	48	3d	72		əd	590
TIGRAI	tir	hand	1277	48	id	72		id	591
AMHARIC_3	amh	hand	1277	48	3Z	72		əʒ	592
HARARI_2	har	hand	1277	48	iji	72		id͡ʒi	593
MEHRI_2	gdq	hand	1277	48	Xayd	72		χajd	594
JIBBALI	shv	hand	1277	48	ed	72		ed	595
SOQOTRI_2	sqt	hand	1277	48	e7ed	72		eʔed	596
SIWA	siz	hand	1277	48	fus	74		fus	597
GHADAMES_2	gha	hand	1277	48	uf3s	74		ufəs	598
AHAGGAR	thv	hand	1277	48	afus	74		afus	599
ZENAGA_2	zen	hand	1277	48	afuS	74		afuʃ	600
QABYLE	kab	hand	1277	48	afus	74		afus	601
HAUSA_3	hau	hand	1277	48	hanu	75		hanu	602
BOLEWA	bol	hand	1277	48	s3ra	76		səra	603
BEJA_2	bej	hand	1277	48	ay	77		aj	604
OROMO	gaz	hand	1277	48	harka	78		harka	605
DAHALO_2	dal	hand	1277	48	dara	79		dara	606
KAFFA	kbr	hand	1277	48	kiSo	80		kiʃo	607
SYRIAC_2	syc	liver	1224	53	kabd	31		kabd	608
ARABIC_QURANIC	arb	liver	1224	53	kabid	31		kabid	609
ARABIC_LEBANESE	apc	liver	1224	53	k3bdi	31		kəbdi	610
GEEZ	gez	liver	1224	53	kab3d	31		kabəd	611
TIGRAI	tir	liver	1224	53	kabdi	31		kabdi	612
AMHARIC_3	amh	liver	1224	53	gub3t	32		ɡubət	613
HARARI_2	har	liver	1224	53	kud	31		kud	614
MEHRI_2	gdq	liver	1224	53	Sebdit	31		ʃebdit	615
JIBBALI	shv	liver	1224	53	Subdet	31		ʃubdet	616
SOQOTRI_2	sqt	liver	1224	53	Sibde	31		ʃibde	617
SIWA	siz	liver	1224	53	ca	35		t͡sa	618
GHADAMES_2	gha	liver	1224	53	tusa	35		tusa	619
AHAGGAR	thv	liver	1224	53	awsa	35		awsa	620
ZENAGA_2	zen	liver	1224	53	ta7Sa	36		taʔʃa	621
QABYLE	kab	liver	1224	53	tasa	35		tasa	622
HAUSA_3	hau	liver	1224	53	hanta	37		hanta	623
BOLEWA	bol	liver	1224	53	"rub""usu"	38		rubʼusu	624
BEJA_2	bej	liver	1224	53	se	35		se	625
OROMO	gaz	liver	1224	53	tiru	39		tiru	626
DAHALO_2	dal	liver	1224	53	mako	40		mako	627
KAFFA	kbr	liver	1224	53	qamo	41		qamo	628
SYRIAC_2	syc	drink	1401	54	Sty	51		ʃtj	629
ARABIC_QURANIC	arb	drink	1401	54	Srb	52		ʃrb	630
ARABIC_LEBANESE	apc	drink	1401	54	S3r3b	52		ʃərəb	631
GEEZ	gez	drink	1401	54	sty	51		stj	632
TIGRAI	tir	drink	1401	54	sataya	51		sataja	633
HARARI_2	har	drink	1401	54	sECa	51		sɛt͡ʃa	634
MEHRI_2	gdq	drink	1401	54	hutki	53		hutki	635
JIBBALI	shv	drink	1401	54	Susi	53		ʃusi	636
SOQOTRI_2	sqt	drink	1401	54	re	54		re	637
SIWA	siz	drink	1401	54	su	56		su	638
GHADAMES_2	gha	drink	1401	54	s3w	56		səw	639
AHAGGAR	thv	drink	1401	54	3su	56		əsu	640
ZENAGA_2	zen	drink	1401	54	3Sbi	56		əʃbi	641
QABYLE	kab	drink	1401	54	s3w	56		səw	642
HAUSA_3	hau	drink	1401	54	Sa	56		ʃa	643
BOLEWA	bol	drink	1401	54	sa	56		sa	644
BEJA_2	bej	drink	1401	54	gu7	57		ɡuʔ	645
OROMO	gaz	drink	1401	54	duga	58		duɡa	646
DAHALO_2	dal	drink	1401	54	ma7aw	59		maʔaw	647
KAFFA	kbr	drink	1401	54	uC	60		ut͡ʃ	648
SYRIAC_2	syc	thou	1215	2	at	91	also: ant	at	649
ARABIC_QURANIC	arb	thou	1215	2	anta	91		anta	650
ARABIC_LEBANESE	apc	thou	1215	2	int	91	also: int3	int	651
GEEZ	gez	thou	1215	2	anta	91		anta	652
TIGRAI	tir	thou	1215	2	n3s3ka	92		nəsəka	653
AMHARIC_3	amh	thou	1215	2	anta	91		anta	654
HARARI_2	har	thou	1215	2	aka	92		aka	655
MEHRI_2	gdq	thou	1215	2	hit	93		hit	656
JIBBALI	shv	thou	1215	2	hEt	93		hɛt	657
SIWA	siz	thou	1215	2	S3k	92		ʃək	658
GHADAMES_2	gha	thou	1215	2	Seg	92		ʃeɡ	659
AHAGGAR	thv	thou	1215	2	kay	92		kaj	660
ZENAGA_2	zen	thou	1215	2	kuk	92		kuk	661
QABYLE	kab	thou	1215	2	k3C	92		kət͡ʃ	662
HAUSA_3	hau	thou	1215	2	kai	92		kai	663
BOLEWA	bol	thou	1215	2	kai	92		kai	664
BEJA_2	bej	thou	1215	2	baruk	92	also: batuk	baruk	665
OROMO	gaz	thou	1215	2	ati	91		ati	666
DAHALO_2	dal	thou	1215	2	ata	91		ata	667
KAFFA	kbr	thou	1215	2	ne	95		ne	668
SYRIAC_2	syc	see	1409	57	Xzy	23		χzj	669
ARABIC_QURANIC	arb	see	1409	57	r7y	22		rʔj	670
ARABIC_LEBANESE	apc	see	1409	57	Sef	24		ʃef	671
GEEZ	gez	see	1409	57	r7y	22		rʔj	672
TIGRAI	tir	see	1409	57	ra7aya	22		raʔaja	673
AMHARIC_3	amh	see	1409	57	aya	23		aja	674
HARARI_2	har	see	1409	57	ri7a	22		riʔa	675
MEHRI_2	gdq	see	1409	57	sinuh	25		sinuh	676
JIBBALI	shv	see	1409	57	Sini	25		ʃini	677
SOQOTRI_2	sqt	see	1409	57	Sini	25		ʃini	678
SIWA	siz	see	1409	57	z3r	28		zər	679
GHADAMES_2	gha	see	1409	57	el3m	29	also: izelem	eləm	680
AHAGGAR	thv	see	1409	57	3ni	27		əni	681
ZENAGA_2	zen	see	1409	57	zar	28		zar	682
QABYLE	kab	see	1409	57	wali	30		wali	683
HAUSA_3	hau	see	1409	57	gani	31		ɡani	684
BOLEWA	bol	see	1409	57	in	27		in	685
BEJA_2	bej	see	1409	57	erh	32		erh	686
OROMO	gaz	see	1409	57	arga	33		arɡa	687
DAHALO_2	dal	see	1409	57	"wah"""	34		wahʼ	688
KAFFA	kbr	see	1409	57	beq	35		beq	689
SYRIAC_2	syc	hear	1408	58	SmX	91		ʃmχ	690
ARABIC_QURANIC	arb	hear	1408	58	SmX	91		ʃmχ	691
ARABIC_LEBANESE	apc	hear	1408	58	s3m3Xa	91		səməχa	692
GEEZ	gez	hear	1408	58	smX	91		smχ	693
TIGRAI	tir	hear	1408	58	samXe	91		samχe	694
AMHARIC_3	amh	hear	1408	58	s3ma	91		səma	695
HARARI_2	har	hear	1408	58	sEma7a	91		sɛmaʔa	696
MEHRI_2	gdq	hear	1408	58	hema	91		hema	697
JIBBALI	shv	hear	1408	58	SiX	91		ʃiχ	698
SOQOTRI_2	sqt	hear	1408	58	hemaX	91		hemaχ	699
SIWA	siz	hear	1408	58	s3l	93		səl	700
GHADAMES_2	gha	hear	1408	58	3sl	93		əsl	701
AHAGGAR	thv	hear	1408	58	3s3l	93		əsəl	702
ZENAGA_2	zen	hear	1408	58	gera	94		ɡera	703
QABYLE	kab	hear	1408	58	s3l	93		səl	704
HAUSA_3	hau	hear	1408	58	ji	95		d͡ʒi	705
BOLEWA	bol	hear	1408	58	kum	96		kum	706
BEJA_2	bej	hear	1408	58	masuw	97		masuw	707
OROMO	gaz	hear	1408	58	dagaya	98		daɡaja	708
DAHALO_2	dal	hear	1408	58	etit	99		etit	709
KAFFA	kbr	hear	1408	58	way	10		waj	710
SYRIAC_2	syc	bone	1394	31	garm	92		ɡarm	711
ARABIC_QURANIC	arb	bone	1394	31	azX~m	91		azχm	712
ARABIC_LEBANESE	apc	bone	1394	31	XazX~am	91		χazχam	713
GEEZ	gez	bone	1394	31	Xac3m	91		χat͡səm	714
TIGRAI	tir	bone	1394	31	XasX~mi	91		χasχmi	715
AMHARIC_3	amh	bone	1394	31	at3nt~	91		atəⁿt	716
HARARI_2	har	bone	1394	31	at	91		at	717
MEHRI_2	gdq	bone	1394	31	XaZyZ	93		χaʒjʒ	718
JIBBALI	shv	bone	1394	31	XayCeC	93		χajt͡ʃet͡ʃ	719
SOQOTRI_2	sqt	bone	1394	31	sahlo	94		sahlo	720
SIWA	siz	bone	1394	31	ix3s	95		ixəs	721
GHADAMES_2	gha	bone	1394	31	x3s	95		xəs	722
AHAGGAR	thv	bone	1394	31	ex3s	95		exəs	723
ZENAGA_2	zen	bone	1394	31	ici	95		it͡si	724
QABYLE	kab	bone	1394	31	ix3s	95		ixəs	725
HAUSA_3	hau	bone	1394	31	qaSi	95		qaʃi	726
BOLEWA	bol	bone	1394	31	us3ki	96		usəki	727
BEJA_2	bej	bone	1394	31	mi	97		mi	728
OROMO	gaz	bone	1394	31	lafe	98		lafe	729
KAFFA	kbr	bone	1394	31	SawuSo	99		ʃawuʃo	730
SYRIAC_2	syc	die	1494	61	myt	21		mjt	731
ARABIC_QURANIC	arb	die	1494	61	mwt	21		mwt	732
ARABIC_LEBANESE	apc	die	1494	61	m3t	21		mət	733
GEEZ	gez	die	1494	61	mwt	21		mwt	734
TIGRAI	tir	die	1494	61	mota	21		mota	735
AMHARIC_3	amh	die	1494	61	mot3	21		motə	736
HARARI_2	har	die	1494	61	dija	21		did͡ʒa	737
MEHRI_2	gdq	die	1494	61	mot	21		mot	738
JIBBALI	shv	die	1494	61	harog	22		haroɡ	739
SOQOTRI_2	sqt	die	1494	61	same	23		same	740
SIWA	siz	die	1494	61	imut	21		imut	741
GHADAMES_2	gha	die	1494	61	3m3t	21		əmət	742
AHAGGAR	thv	die	1494	61	3m3t	21		əmət	743
ZENAGA_2	zen	die	1494	61	3mw~i	21		əmʷi	744
QABYLE	kab	die	1494	61	3m3t	21		əmət	745
HAUSA_3	hau	die	1494	61	mutu	21		mutu	746
BOLEWA	bol	die	1494	61	mutu	21		mutu	747
BEJA_2	bej	die	1494	61	yati	24		jati	748
OROMO	gaz	die	1494	61	du7a	25		duʔa	749
DAHALO_2	dal	die	1494	61	Za7	25		ʒaʔ	750
KAFFA	kbr	die	1494	61	kit	26		kit	751
SYRIAC_2	syc	road (path)	667	85	urX	41	road	urχ	752
ARABIC_QURANIC	arb	road (path)	667	85	tX~ariq	43	road	tχariq	753
ARABIC_LEBANESE	apc	road (path)	667	85	darab	44	road	darab	754
GEEZ	gez	road (path)	667	85	f3not	45	road	fənot	755
TIGRAI	tir	road (path)	667	85	mangadi	46	road	manɡadi	756
AMHARIC_3	amh	road (path)	667	85	m3ng3d	46	road	mənɡəd	757
MEHRI_2	gdq	road (path)	667	85	Xirum	47	road	χirum	758
JIBBALI	shv	road (path)	667	85	orm	47	road	orm	759
SOQOTRI_2	sqt	road (path)	667	85	orim	47	road	orim	760
GHADAMES_2	gha	road (path)	667	85	abrid	50	road	abrid	761
AHAGGAR	thv	road (path)	667	85	abar3qa	51	road	abarəqa	762
ZENAGA_2	zen	road (path)	667	85	tir3s	52	road	tirəs	763
QABYLE	kab	road (path)	667	85	abrid	50		abrid	764
HAUSA_3	hau	road (path)	667	85	ha5a	53		haɲa	765
BOLEWA	bol	road (path)	667	85	gogo	54	road	ɡoɡo	766
BEJA_2	bej	road (path)	667	85	lagi	55		laɡi	767
OROMO	gaz	road (path)	667	85	kara	56		kara	768
DAHALO_2	dal	road (path)	667	85	le	57		le	769
KAFFA	kbr	road (path)	667	85	woreto	48		woreto	770
