DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
MUNDARI	unr	hair	1040	37	up	3		up	464
JEH	jeh	head	1256	38	kal	1		kal	465
BAHNAR	bdq	head	1256	38	k3l	1		kəl	466
CHRAU	crw	head	1256	38	vo7	2	also: kamvo7	voʔ	467
RUC	scb	head	1256	38	kuluok	3		kuluok	468
MON	mnw	head	1256	38	kaduip	4		kaduip	469
NYAKUR	cbn	head	1256	38	k3d3p	4		kədəp	470
KUI_THAILAND	kdt	head	1256	38	pla	5		pla	471
SEMAI	sea	head	1256	38	kuy	9		kuj	472
WA	wbm	head	1256	38	kaiN	6		kaiŋ	473
DEANG	pce	head	1256	38	kiN	6		kiŋ	474
KHMU	kjg	head	1256	38	k3mpoN	7		kəmpoŋ	475
KSINMUL	puo	head	1256	38	3lu	5		əlu	476
KHASI	kha	head	1256	38	kh~lih	11		kʰlih	477
MUNDARI	unr	head	1256	38	bo7	8		boʔ	478
JEH	jeh	ear	1247	39	pat	1		pat	479
BAHNAR	bdq	ear	1247	39	don	2		don	480
CHRAU	crw	ear	1247	39	tor	4		tor	481
VIETNAMESE	vie	ear	1247	39	tai	3		tai	482
RUC	scb	ear	1247	39	say	3		saj	483
MON	mnw	ear	1247	39	katow	4		katow	484
NYAKUR	cbn	ear	1247	39	k3tuer	4		kətuer	485
KHMER	khm	ear	1247	39	tr~3Ch~i3k	5		trət͡ʃʰiək	486
KUI_THAILAND	kdt	ear	1247	39	k3tor	4		kətor	487
SEMAI	sea	ear	1247	39	ntakN	6		ntakŋ	488
WA	wbm	ear	1247	39	yh~auk	5		ʲʰauk	489
DEANG	pce	ear	1247	39	yo7	5		joʔ	490
KHMU	kjg	ear	1247	39	hermey	7		hermej	491
KSINMUL	puo	ear	1247	39	h3ltol	4		həltol	492
KHASI	kha	ear	1247	39	lutur	4		lutur	493
MUNDARI	unr	ear	1247	39	lutur	4		lutur	494
JEH	jeh	eye	1248	40	mat	1		mat	495
BAHNAR	bdq	eye	1248	40	mat	1		mat	496
CHRAU	crw	eye	1248	40	mat	1		mat	497
VIETNAMESE	vie	eye	1248	40	mat	1		mat	498
MON	mnw	eye	1248	40	mat	1		mat	499
NYAKUR	cbn	eye	1248	40	mat	1		mat	500
KHMER	khm	eye	1248	40	bh~3n3k	2		bʰənək	501
KUI_THAILAND	kdt	eye	1248	40	mat	1		mat	502
SEMAI	sea	eye	1248	40	mat	1		mat	503
WA	wbm	eye	1248	40	Nai	3		ŋai	504
DEANG	pce	eye	1248	40	Nai	3		ŋai	505
KHMU	kjg	eye	1248	40	mat	1		mat	506
KSINMUL	puo	eye	1248	40	mat	1		mat	507
KHASI	kha	eye	1248	40	kh~imat	1		kʰimat	508
MUNDARI	unr	eye	1248	40	med	1		med	509
JEH	jeh	nose	1221	41	muh	1		muh	510
BAHNAR	bdq	nose	1221	41	muh	1		muh	511
CHRAU	crw	nose	1221	41	muh	1		muh	512
VIETNAMESE	vie	nose	1221	41	mui	1		mui	513
RUC	scb	nose	1221	41	mu3h	1		muəh	514
MON	mnw	nose	1221	41	muh	1		muh	515
NYAKUR	cbn	nose	1221	41	hmok	1		hmok	516
KHMER	khm	nose	1221	41	Cr~3muh	1		t͡ʃrəmuh	517
KUI_THAILAND	kdt	nose	1221	41	muh	1		muh	518
SEMAI	sea	nose	1221	41	muh	1		muh	519
WA	wbm	nose	1221	41	m3ih	1		məih	520
DEANG	pce	nose	1221	41	muih	1		muih	521
KHMU	kjg	nose	1221	41	muh	1		muh	522
KSINMUL	puo	nose	1221	41	moh	1		moh	523
KHASI	kha	nose	1221	41	kh~mut	1		kʰmut	524
MUNDARI	unr	nose	1221	41	mu*	1		mũ	525
JEH	jeh	mouth	674	42	t3mun	1		təmun	526
BAHNAR	bdq	mouth	674	42	b3r	2		bər	527
VIETNAMESE	vie	mouth	674	42	mieN	12		mieŋ	528
RUC	scb	mouth	674	42	kaN	4		kaŋ	529
MON	mnw	mouth	674	42	paN	3		paŋ	530
NYAKUR	cbn	mouth	674	42	paN	3		paŋ	531
KHMER	khm	mouth	674	42	mat	5		mat	532
KUI_THAILAND	kdt	mouth	674	42	noh	6		noh	533
SEMAI	sea	mouth	674	42	mp~akN	3		mpakŋ	534
WA	wbm	mouth	674	42	yh~3ih	7		ʲʰəih	535
DEANG	pce	mouth	674	42	sop	8		sop	536
KHMU	kjg	mouth	674	42	t3noh	6		tənoh	537
KSINMUL	puo	mouth	674	42	5uk	9		ɲuk	538
KHASI	kha	mouth	674	42	sh~intur	10		sʰintur	539
MUNDARI	unr	mouth	674	42	moCa	11		mot͡ʃa	540
JEH	jeh	tooth	1380	43	sineN	1		sineŋ	541
BAHNAR	bdq	tooth	1380	43	s3ne5	1		səneɲ	542
CHRAU	crw	tooth	1380	43	seC	2		set͡ʃ	543
VIETNAMESE	vie	tooth	1380	43	raN	3		raŋ	544
RUC	scb	tooth	1380	43	kasaN	3		kasaŋ	545
MON	mnw	tooth	1380	43	Nek	4		ŋek	546
NYAKUR	cbn	tooth	1380	43	Ni3k	4		ŋiək	547
KHMER	khm	tooth	1380	43	dh~3m3n	5		dʰəmən	548
KUI_THAILAND	kdt	tooth	1380	43	k3nE5	1		kənɛɲ	549
SEMAI	sea	tooth	1380	43	lmu5	5		lmuɲ	550
WA	wbm	tooth	1380	43	rh~aN	3		rʰaŋ	551
DEANG	pce	tooth	1380	43	rh~aN	3		rʰaŋ	552
KHMU	kjg	tooth	1380	43	raN	3		raŋ	553
KSINMUL	puo	tooth	1380	43	h3gi3N	6		həɡiəŋ	554
KHASI	kha	tooth	1380	43	biniat	7		biniat	555
JEH	jeh	tongue	1205	44	r3piat	1		rəpiat	556
BAHNAR	bdq	tongue	1205	44	r3piet	1		rəpiet	557
CHRAU	crw	tongue	1205	44	lapiet	1		lapiet	558
VIETNAMESE	vie	tongue	1205	44	luoi	2		luoi	559
RUC	scb	tongue	1205	44	l3arh~	2		ləarʰ	560
MON	mnw	tongue	1205	44	katak	3		katak	561
NYAKUR	cbn	tongue	1205	44	ntak	3		ntak	562
KHMER	khm	tongue	1205	44	3ntak	3		əntak	563
KUI_THAILAND	kdt	tongue	1205	44	nta7	3		ntaʔ	564
SEMAI	sea	tongue	1205	44	lntak	3		lntak	565
WA	wbm	tongue	1205	44	dak	3		dak	566
DEANG	pce	tongue	1205	44	kta7	3		ktaʔ	567
KHMU	kjg	tongue	1205	44	h3ntak	3		həntak	568
KSINMUL	puo	tongue	1205	44	h3ltak	3		həltak	569
KHASI	kha	tongue	1205	44	th~illied	2		tʰillied	570
MUNDARI	unr	tongue	1205	44	le7	4		leʔ	571
JEH	jeh	claw	72	45	k3nialh~	1		kənialʰ	572
BAHNAR	bdq	claw	72	45	teNi3h	1		teŋiəh	573
CHRAU	crw	claw	72	45	can7hyeih	1		t͡sanʔhjeih	574
VIETNAMESE	vie	claw	72	45	moN	2		moŋ	575
RUC	scb	claw	72	45	k3ntoN	3		kəntoŋ	576
MON	mnw	claw	72	45	sanem	4		sanem	577
NYAKUR	cbn	claw	72	45	Nh~li3m	4		ŋʰliəm	578
KHMER	khm	claw	72	45	kr3Cok	5		krət͡ʃok	579
KUI_THAILAND	kdt	claw	72	45	nth$rEh	6		ⁿtʰrɛh	580
SEMAI	sea	claw	72	45	C3nros	6		t͡ʃənros	581
WA	wbm	claw	72	45	Nh~im	4		ŋʰim	582
DEANG	pce	claw	72	45	arh~im	4		arʰim	583
KHMU	kjg	claw	72	45	t3mmoN	7		təmmoŋ	584
KSINMUL	puo	claw	72	45	moNsu3N	7		moŋsuəŋ	585
KHASI	kha	claw	72	45	tirsim	4		tirsim	586
MUNDARI	unr	claw	72	45	rama	9		rama	587
BAHNAR	bdq	foot	1301	46	t3paNZ3N	1		təpaŋʒəŋ	588
CHRAU	crw	foot	1301	46	jaN	1		d͡ʒaŋ	589
VIETNAMESE	vie	foot	1301	46	tan	1		tan	590
RUC	scb	foot	1301	46	CiN	1		t͡ʃiŋ	591
MON	mnw	foot	1301	46	ZoN	1		ʒoŋ	592
NYAKUR	cbn	foot	1301	46	Ch~uN	1		t͡ʃʰuŋ	593
KHMER	khm	foot	1301	46	Za3N	1		ʒaəŋ	594
KUI_THAILAND	kdt	foot	1301	46	Z3N	1		ʒəŋ	595
SEMAI	sea	foot	1301	46	ZukN	1		ʒukŋ	596
WA	wbm	foot	1301	46	CauN	1		t͡ʃauŋ	597
DEANG	pce	foot	1301	46	Z3N	1		ʒəŋ	598
KHMU	kjg	foot	1301	46	C3aN	1		t͡ʃəaŋ	599
KSINMUL	puo	foot	1301	46	zuN	1		zuŋ	600
KHASI	kha	foot	1301	46	kinZat	2		kinʒat	601
MUNDARI	unr	foot	1301	46	kata	3		kata	602
JEH	jeh	knee	1371	47	kroN	1		kroŋ	603
CHRAU	crw	knee	1371	47	ko7 kruN	1		koʔ kruŋ	604
VIETNAMESE	vie	knee	1371	47	dau goi	2		dau ɡoi	605
RUC	scb	knee	1371	47	kuluok tukul	2		kuluok tukul	606
MON	mnw	knee	1371	47	kboaN	3		kboaŋ	607
NYAKUR	cbn	knee	1371	47	k3boN	3		kəboŋ	608
KHMER	khm	knee	1371	47	Z3NgaN	4		ʒəŋɡaŋ	609
KUI_THAILAND	kdt	knee	1371	47	plat3kol	2		platəkol	610
SEMAI	sea	knee	1371	47	kurol	5		kurol	611
WA	wbm	knee	1371	47	p3m NoN	4		pəm ŋoŋ	612
DEANG	pce	knee	1371	47	kir kEr	10		kir kɛr	613
KHMU	kjg	knee	1371	47	k3nun	9		kənun	614
KSINMUL	puo	knee	1371	47	3lum3ldil	6		əluməldil	615
KHASI	kha	knee	1371	47	kh~osiw	7		kʰosiw	616
JEH	jeh	hand	1277	48	ti	1		ti	617
BAHNAR	bdq	hand	1277	48	ti	1		ti	618
CHRAU	crw	hand	1277	48	ti	1		ti	619
VIETNAMESE	vie	hand	1277	48	tay	1		taj	620
RUC	scb	hand	1277	48	si	1		si	621
MON	mnw	hand	1277	48	tay	1		taj	622
NYAKUR	cbn	hand	1277	48	tEy	1		tɛj	623
KHMER	khm	hand	1277	48	tay	1		taj	624
KUI_THAILAND	kdt	hand	1277	48	te	1		te	625
SEMAI	sea	hand	1277	48	t3kN	1		təkŋ	626
WA	wbm	hand	1277	48	tai7	1		taiʔ	627
DEANG	pce	hand	1277	48	tai	1		tai	628
KHMU	kjg	hand	1277	48	k3takti	1		kətakti	629
KSINMUL	puo	hand	1277	48	k3sap	2		kəsap	630
KHASI	kha	hand	1277	48	kti	1		kti	631
MUNDARI	unr	hand	1277	48	ti	1		ti	632
BAHNAR	bdq	neck	1333	50	ako	1		ako	633
CHRAU	crw	neck	1333	50	nko	1		nko	634
VIETNAMESE	vie	neck	1333	50	ko	1		ko	635
MON	mnw	neck	1333	50	ka7	1		kaʔ	636
NYAKUR	cbn	neck	1333	50	ko7	1		koʔ	637
KHMER	khm	neck	1333	50	ko	1		ko	638
KUI_THAILAND	kdt	neck	1333	50	kaN	2		kaŋ	639
SEMAI	sea	neck	1333	50	taN3n	3		taŋən	640
WA	wbm	neck	1333	50	Nok	4		ŋok	641
DEANG	pce	neck	1333	50	amoN	5		amoŋ	642
KHMU	kjg	neck	1333	50	k3ntuar	6		kəntuar	643
KSINMUL	puo	neck	1333	50	kok	9		kok	644
KHASI	kha	neck	1333	50	rindaN	7		rindaŋ	645
MUNDARI	unr	neck	1333	50	hoto7	8		hotoʔ	646
JEH	jeh	heart	1223	52	noyh~	1		noʲʰ	647
BAHNAR	bdq	heart	1223	52	nuih	1		nuih	648
CHRAU	crw	heart	1223	52	play nuih	1		plaj nuih	649
MON	mnw	heart	1223	52	gruih	2		ɡruih	650
NYAKUR	cbn	heart	1223	52	5y~um	3		ɲʲum	651
KUI_THAILAND	kdt	heart	1223	52	ph~am	3		pʰam	652
SEMAI	sea	heart	1223	52	nus	1		nus	653
WA	wbm	heart	1223	52	rh~om	3		rʰom	654
DEANG	pce	heart	1223	52	noih	1		noih	655
KHMU	kjg	heart	1223	52	h3rn3am	3		hərnəam	656
KSINMUL	puo	heart	1223	52	en	4		en	657
KHASI	kha	heart	1223	52	kloN snam	5		kloŋ snam	658
JEH	jeh	liver	1224	53	klem	1		klem	659
BAHNAR	bdq	liver	1224	53	kl3m	1		kləm	660
CHRAU	crw	liver	1224	53	kh~lom	1		kʰlom	661
RUC	scb	liver	1224	53	lo3m	1		loəm	662
MON	mnw	liver	1224	53	gruih	2		ɡruih	663
NYAKUR	cbn	liver	1224	53	kh~rih	2		kʰrih	664
KHMER	khm	liver	1224	53	th~la3m	1		tʰlaəm	665
KUI_THAILAND	kdt	liver	1224	53	luam	1		luam	666
SEMAI	sea	liver	1224	53	ris	4		ris	667
WA	wbm	liver	1224	53	tom	1		tom	668
DEANG	pce	liver	1224	53	ktom	1		ktom	669
KHMU	kjg	liver	1224	53	t3lom	1		təlom	670
KSINMUL	puo	liver	1224	53	t3lom	1		təlom	671
KHASI	kha	liver	1224	53	ba im	1		ba im	672
MUNDARI	unr	liver	1224	53	im	1		im	673
JEH	jeh	drink	1401	54	hut	1		hut	674
BAHNAR	bdq	drink	1401	54	5a	2		ɲa	675
CHRAU	crw	drink	1401	54	huC	1		hut͡ʃ	676
VIETNAMESE	vie	drink	1401	54	uoN	3		uoŋ	677
RUC	scb	drink	1401	54	5u	2		ɲu	678
MON	mnw	drink	1401	54	suN	5		suŋ	679
NYAKUR	cbn	drink	1401	54	Ch~oN	5		t͡ʃʰoŋ	680
KHMER	khm	drink	1401	54	ph~3k	6		pʰək	681
KUI_THAILAND	kdt	drink	1401	54	NuaC	4		ŋuat͡ʃ	682
SEMAI	sea	drink	1401	54	Nut	4		ŋut	683
WA	wbm	drink	1401	54	rh~3p	7		rʰəp	684
DEANG	pce	drink	1401	54	rh~3p	7		rʰəp	685
KHMU	kjg	drink	1401	54	uak	8		uak	686
KSINMUL	puo	drink	1401	54	uk	8		uk	687
KHASI	kha	drink	1401	54	dih	9		dih	688
MUNDARI	unr	drink	1401	54	nu	2		nu	689
JEH	jeh	eat	1336	55	Ca	1		t͡ʃa	690
BAHNAR	bdq	eat	1336	55	sa	1		sa	691
CHRAU	crw	eat	1336	55	sa	1		sa	692
VIETNAMESE	vie	eat	1336	55	an	2		an	693
RUC	scb	eat	1336	55	an	2		an	694
MON	mnw	eat	1336	55	Ca	1		t͡ʃa	695
NYAKUR	cbn	eat	1336	55	Ca7	1		t͡ʃaʔ	696
KHMER	khm	eat	1336	55	5am	3		ɲam	697
KUI_THAILAND	kdt	eat	1336	55	Ca	1		t͡ʃa	698
SEMAI	sea	eat	1336	55	Ca7	1		t͡ʃaʔ	699
WA	wbm	eat	1336	55	som	4		som	700
DEANG	pce	eat	1336	55	hom	4		hom	701
KHMU	kjg	eat	1336	55	p3	6		pə	702
KSINMUL	puo	eat	1336	55	Ca	1		t͡ʃa	703
KHASI	kha	eat	1336	55	Zom	7		ʒom	704
MUNDARI	unr	eat	1336	55	Zom	4		ʒom	705
JEH	jeh	bite	1403	56	kap	1		kap	706
BAHNAR	bdq	bite	1403	56	kap	1		kap	707
RUC	scb	bite	1403	56	kom	2		kom	708
MON	mnw	bite	1403	56	kit	3		kit	709
NYAKUR	cbn	bite	1403	56	k3t	3		kət	710
KHMER	khm	bite	1403	56	kh~am	2		kʰam	711
KUI_THAILAND	kdt	bite	1403	56	kap	1		kap	712
SEMAI	sea	bite	1403	56	kap	1		kap	713
WA	wbm	bite	1403	56	kiat	3		kiat	714
DEANG	pce	bite	1403	56	ga7	4		ɡaʔ	715
KHMU	kjg	bite	1403	56	pok	5		pok	716
KSINMUL	puo	bite	1403	56	ak	6		ak	717
KHASI	kha	bite	1403	56	dait	7		dait	718
MUNDARI	unr	bite	1403	56	hua	1		hua	719
JEH	jeh	see	1409	57	tau	1		tau	720
BAHNAR	bdq	see	1409	57	boh	2		boh	721
CHRAU	crw	see	1409	57	say	13		saj	722
RUC	scb	see	1409	57	C3N	4		t͡ʃəŋ	723
MON	mnw	see	1409	57	5at	5		ɲat	724
NYAKUR	cbn	see	1409	57	ma3l	6		maəl	725
KHMER	khm	see	1409	57	ma3l	7		maəl	726
KUI_THAILAND	kdt	see	1409	57	sir	8		sir	727
SEMAI	sea	see	1409	57	nEN	11		nɛŋ	728
WA	wbm	see	1409	57	yau7	12		jauʔ	729
DEANG	pce	see	1409	57	y3	12		jə	730
KHMU	kjg	see	1409	57	kun	14		kun	731
KSINMUL	puo	see	1409	57	di3	3		diə	732
KHASI	kha	see	1409	57	kh~imih	6		kʰimih	733
MUNDARI	unr	see	1409	57	lel	15		lel	734
JEH	jeh	hear	1408	58	5aN	1		ɲaŋ	735
BAHNAR	bdq	hear	1408	58	k3teN	2		kəteŋ	736
CHRAU	crw	hear	1408	58	CaN	3		t͡ʃaŋ	737
VIETNAMESE	vie	hear	1408	58	Nhe	4		ŋhe	738
RUC	scb	hear	1408	58	CamaN	5		t͡ʃamaŋ	739
MON	mnw	hear	1408	58	miN	5		miŋ	740
NYAKUR	cbn	hear	1408	58	kh~3m35	5		kʰəməɲ	741
KHMER	khm	hear	1408	58	l3	6		lə	742
KUI_THAILAND	kdt	hear	1408	58	saN	7		saŋ	743
SEMAI	sea	hear	1408	58	g3rtek	2		ɡərtek	744
WA	wbm	hear	1408	58	mh~oN	5		mʰoŋ	745
DEANG	pce	hear	1408	58	sNauy3	8		sŋaujə	746
KHMU	kjg	hear	1408	58	meC	10		met͡ʃ	747
KSINMUL	puo	hear	1408	58	al	11		al	748
KHASI	kha	hear	1408	58	sNow	9		sŋow	749
MUNDARI	unr	hear	1408	58	ayum	12		ajum	750
JEH	jeh	know	1410	59	lo	1		lo	751
BAHNAR	bdq	know	1410	59	bat	2		bat	752
CHRAU	crw	know	1410	59	gut	3		ɡut	753
VIETNAMESE	vie	know	1410	59	biet	2		biet	754
RUC	scb	know	1410	59	hi	4		hi	755
MON	mnw	know	1410	59	tim	5		tim	756
NYAKUR	cbn	know	1410	59	C3d3m	5		t͡ʃədəm	757
KHMER	khm	know	1410	59	t3N	6		təŋ	758
KUI_THAILAND	kdt	know	1410	59	di5	6		diɲ	759
WA	wbm	know	1410	59	yuN	12		juŋ	760
DEANG	pce	know	1410	59	nap	7		nap	761
KHMU	kjg	know	1410	59	n3N	8		nəŋ	762
KSINMUL	puo	know	1410	59	zu3	9		zuə	763
KHASI	kha	know	1410	59	tip	10		tip	764
MUNDARI	unr	know	1410	59	itu	11		itu	765
JEH	jeh	sleep	1585	60	kat	1		kat	766
BAHNAR	bdq	sleep	1585	60	tep	2		tep	767
RUC	scb	sleep	1585	60	53p	5		ɲəp	768
MON	mnw	sleep	1585	60	stik	6		stik	769
NYAKUR	cbn	sleep	1585	60	pu5Nkuy	7		puɲŋkuj	770
KHMER	khm	sleep	1585	60	t3k	6		tək	771
KUI_THAILAND	kdt	sleep	1585	60	NEt	8		ŋɛt	772
SEMAI	sea	sleep	1585	60	bEt	3		bɛt	773
WA	wbm	sleep	1585	60	it	9		it	774
DEANG	pce	sleep	1585	60	it	9		it	775
KHMU	kjg	sleep	1585	60	sis	11		sis	776
KSINMUL	puo	sleep	1585	60	em	12		em	777
KHASI	kha	sleep	1585	60	th~iah	13		tʰiah	778
MUNDARI	unr	sleep	1585	60	durum	14		durum	779
JEH	jeh	die	1494	61	k3Ch~iat	1		kət͡ʃʰiat	780
BAHNAR	bdq	die	1494	61	k3teC	7		kətet͡ʃ	781
CHRAU	crw	die	1494	61	Cut	1		t͡ʃut	782
VIETNAMESE	vie	die	1494	61	tet	1		tet	783
RUC	scb	die	1494	61	kuCit	1		kut͡ʃit	784
MON	mnw	die	1494	61	khy$uit	1		kʰʲuit	785
NYAKUR	cbn	die	1494	61	k3CEt	1		kət͡ʃɛt	786
KHMER	khm	die	1494	61	slap	2		slap	787
KUI_THAILAND	kdt	die	1494	61	lah	3		lah	788
SEMAI	sea	die	1494	61	dat	4		dat	789
WA	wbm	die	1494	61	yum	5		jum	790
DEANG	pce	die	1494	61	yam	5		jam	791
KHMU	kjg	die	1494	61	han	6		han	792
KSINMUL	puo	die	1494	61	si3n	6		siən	793
KHASI	kha	die	1494	61	iap noh	2		iap noh	794
MUNDARI	unr	die	1494	61	goZu7	1		ɡoʒuʔ	795
JEH	jeh	kill	1417	62	Zah	7		ʒah	796
BAHNAR	bdq	kill	1417	62	p3loC	2		pəlot͡ʃ	797
CHRAU	crw	kill	1417	62	taCut	1		tat͡ʃut	798
VIETNAMESE	vie	kill	1417	62	giet	1		ɡiet	799
RUC	scb	kill	1417	62	kaCit	1		kat͡ʃit	800
MON	mnw	kill	1417	62	gaCuit	1		ɡat͡ʃuit	801
NYAKUR	cbn	kill	1417	62	k3CEt	1		kət͡ʃɛt	802
KHMER	khm	kill	1417	62	s3mlap	3		səmlap	803
KUI_THAILAND	kdt	kill	1417	62	k3CEt	1		kət͡ʃɛt	804
SEMAI	sea	kill	1417	62	p3rdat	4		pərdat	805
WA	wbm	kill	1417	62	pa3h	8		paəh	806
DEANG	pce	kill	1417	62	Nah	5		ŋah	807
KHMU	kjg	kill	1417	62	ph~an	6		pʰan	808
KSINMUL	puo	kill	1417	62	p3si3n	6		pəsiən	809
KHASI	kha	kill	1417	62	piniap	3		piniap	810
MUNDARI	unr	kill	1417	62	gie7	1		ɡieʔ	811
JEH	jeh	swim	1439	63	p3loi	1		pəloi	812
BAHNAR	bdq	swim	1439	63	gl3i	1		ɡləi	813
RUC	scb	swim	1439	63	aya	3		aja	814
MON	mnw	swim	1439	63	biN	4		biŋ	815
NYAKUR	cbn	swim	1439	63	bi5	4		biɲ	816
KHMER	khm	swim	1439	63	hel	5		hel	817
KUI_THAILAND	kdt	swim	1439	63	loi	1		loi	818
SEMAI	sea	swim	1439	63	loy	1		loj	819
WA	wbm	swim	1439	63	loi	1		loi	820
DEANG	pce	swim	1439	63	lam Na	8		lam ŋa	821
KHMU	kjg	swim	1439	63	way	5		waj	822
KSINMUL	puo	swim	1439	63	loy	1		loj	823
KHASI	kha	swim	1439	63	ZiNi	6		ʒiŋi	824
MUNDARI	unr	swim	1439	63	oyar	7		ojar	825
JEH	jeh	walk	1443	65	Ciu	1		t͡ʃiu	826
BAHNAR	bdq	walk	1443	65	ano	2		ano	827
CHRAU	crw	walk	1443	65	sa7	3	also: han	saʔ	828
VIETNAMESE	vie	walk	1443	65	di	4		di	829
RUC	scb	walk	1443	65	ti	4		ti	830
NYAKUR	cbn	walk	1443	65	ar	5		ar	831
KHMER	khm	walk	1443	65	ta3r	6		taər	832
KUI_THAILAND	kdt	walk	1443	65	huC	7		hut͡ʃ	833
SEMAI	sea	walk	1443	65	Cip	8		t͡ʃip	834
WA	wbm	walk	1443	65	hu	9		hu	835
DEANG	pce	walk	1443	65	hau	9		hau	836
KHMU	kjg	walk	1443	65	yoh	10		joh	837
KSINMUL	puo	walk	1443	65	zu	10		zu	838
KHASI	kha	walk	1443	65	iaid	11		iaid	839
MUNDARI	unr	walk	1443	65	sen	12		sen	840
RUC	scb	come	1446	66	ti	1		ti	841
MON	mnw	come	1446	66	kluN	2		kluŋ	842
NYAKUR	cbn	come	1446	66	loN	2		loŋ	843
KHMER	khm	come	1446	66	mok	3		mok	844
KUI_THAILAND	kdt	come	1446	66	Cau	4		t͡ʃau	845
SEMAI	sea	come	1446	66	bEy	5		bɛj	846
WA	wbm	come	1446	66	hoik	6		hoik	847
DEANG	pce	come	1446	66	rot	7		rot	848
KHMU	kjg	come	1446	66	kay	8		kaj	849
KSINMUL	puo	come	1446	66	pleh	9		pleh	850
KHASI	kha	come	1446	66	wan	10		wan	851
MUNDARI	unr	come	1446	66	hiZu7	11		hiʒuʔ	852
JEH	jeh	lie	1411	67	kat	1		kat	853
BAHNAR	bdq	lie	1411	67	p3som	2		pəsom	854
CHRAU	crw	lie	1411	67	vi7	3		viʔ	855
VIETNAMESE	vie	lie	1411	67	Nu	4	also: nam	ŋu	856
RUC	scb	lie	1411	67	n3p	5		nəp	857
MON	mnw	lie	1411	67	wat	3		wat	858
NYAKUR	cbn	lie	1411	67	pu5	12		puɲ	859
KHMER	khm	lie	1411	67	g3N	6		ɡəŋ	860
KUI_THAILAND	kdt	lie	1411	67	tiC	7		tit͡ʃ	861
SEMAI	sea	lie	1411	67	da7	8		daʔ	862
WA	wbm	lie	1411	67	noi	9		noi	863
KHMU	kjg	lie	1411	67	Nim	10		ŋim	864
KSINMUL	puo	lie	1411	67	em	10		em	865
KHASI	kha	lie	1411	67	sh~aniah	11		sʰaniah	866
MUNDARI	unr	lie	1411	67	giti7	7		ɡitiʔ	867
JEH	jeh	sit	1416	68	sinan	1		sinan	868
CHRAU	crw	sit	1416	68	gu7	2		ɡuʔ	869
VIETNAMESE	vie	sit	1416	68	Noi	3		ŋoi	870
RUC	scb	sit	1416	68	Noy	3		ŋoj	871
MON	mnw	sit	1416	68	gaZa7	4		ɡaʒaʔ	872
NYAKUR	cbn	sit	1416	68	th~oN	5		tʰoŋ	873
KHMER	khm	sit	1416	68	3Nguy	3		əŋɡuj	874
SEMAI	sea	sit	1416	68	g3y	3		ɡəj	875
WA	wbm	sit	1416	68	Nom	6		ŋom	876
DEANG	pce	sit	1416	68	Noi	3		ŋoi	877
KHMU	kjg	sit	1416	68	ten	7	also: tan	ten	878
KSINMUL	puo	sit	1416	68	kli3n	8		kliən	879
KHASI	kha	sit	1416	68	sh~oN	9		sʰoŋ	880
MUNDARI	unr	sit	1416	68	dub	10		dub	881
BAHNAR	bdq	stand	1442	69	doN	1		doŋ	882
VIETNAMESE	vie	stand	1442	69	duN Zay	1		duŋ ʒaj	883
RUC	scb	stand	1442	69	taN	1		taŋ	884
MON	mnw	stand	1442	69	tuiw	2		tuiw	885
NYAKUR	cbn	stand	1442	69	y3n	3		jən	886
KHMER	khm	stand	1442	69	Zh~ar	4		ʒʰar	887
KUI_THAILAND	kdt	stand	1442	69	tey3N	3		tejəŋ	888
SEMAI	sea	stand	1442	69	Zi5Z3k	3		ʒiɲʒək	889
WA	wbm	stand	1442	69	CuN	5		t͡ʃuŋ	890
DEANG	pce	stand	1442	69	ZaN	3		ʒaŋ	891
KHMU	kjg	stand	1442	69	t3n	1		tən	892
KSINMUL	puo	stand	1442	69	Cal	6		t͡ʃal	893
KHASI	kha	stand	1442	69	ieN	3		ieŋ	894
MUNDARI	unr	stand	1442	69	tiNgu	1		tiŋɡu	895
JEH	jeh	give	1447	70	doh	1		doh	896
BAHNAR	bdq	give	1447	70	an	2		an	897
CHRAU	crw	give	1447	70	an	2	also: iun	an	898
VIETNAMESE	vie	give	1447	70	to	3		to	899
MON	mnw	give	1447	70	kuiw	4		kuiw	900
NYAKUR	cbn	give	1447	70	kul	4		kul	901
KHMER	khm	give	1447	70	oy	10		oj	902
KUI_THAILAND	kdt	give	1447	70	an	2		an	903
SEMAI	sea	give	1447	70	ok	5		ok	904
WA	wbm	give	1447	70	to7	6		toʔ	905
DEANG	pce	give	1447	70	don	9		don	906
KHMU	kjg	give	1447	70	un	2		un	907
KSINMUL	puo	give	1447	70	mah	7		mah	908
MUNDARI	unr	give	1447	70	om	8		om	909
JEH	jeh	say	1623	71	t3tah	1		tətah	910
BAHNAR	bdq	say	1623	71	p3ma	2		pəma	911
CHRAU	crw	say	1623	71	pa5	3		paɲ	912
VIETNAMESE	vie	say	1623	71	raN	1		raŋ	913
RUC	scb	say	1623	71	Col	4		t͡ʃol	914
MON	mnw	say	1623	71	huim	5		huim	915
NYAKUR	cbn	say	1623	71	ph~ut	7		pʰut	916
KHMER	khm	say	1623	71	sr3ti	6		srəti	917
SEMAI	sea	say	1623	71	pder	1		pder	918
WA	wbm	say	1623	71	krai	8		krai	919
