DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
DAFANG	yig	liver	1224	53	s3	1		sə	457
NANJIANG	ywt	liver	1224	53	c3s3	1		t͡səsə	458
LISU	lis	liver	1224	53	s3	1		sə	459
NUSU	nuf	liver	1224	53	ch~3*	1		t͡sʰə̃	460
ACHANG	acn	liver	1224	53	aS3N	1		aʃəŋ	461
NAXI	nbf	liver	1224	53	s3r	1		sər	462
BURMESE	mya	drink	1401	54	suak	1		suak	463
ZAIWA	atb	drink	1401	54	Su7	1		ʃuʔ	464
AKHA	ahk	drink	1401	54	do	2		do	465
BIYUE	byo	drink	1401	54	tu	2		tu	466
MPI	mpz	drink	1401	54	toN	2		toŋ	467
BISU	bzi	drink	1401	54	taN	2		taŋ	468
JINO	jiu	drink	1401	54	t3	2		tə	469
LAHU	lhu	drink	1401	54	do	2		do	470
XIDE	iii	drink	1401	54	nd~o	2		ⁿdo	471
DAFANG	yig	drink	1401	54	nd~o	2		ⁿdo	472
NANJIANG	ywt	drink	1401	54	du	2		du	473
LISU	lis	drink	1401	54	do	2		do	474
NUSU	nuf	drink	1401	54	sh~u7	1		sʰuʔ	475
ACHANG	acn	drink	1401	54	So7	1		ʃoʔ	476
NAXI	nbf	drink	1401	54	th~3	3		tʰə	477
BURMESE	mya	thou	1213	2	TaN	1		caŋ	478
ZAIWA	atb	thou	1213	2	naN	2		naŋ	479
AKHA	ahk	thou	1213	2	no	2		no	480
BIYUE	byo	thou	1213	2	nv	2		nv	481
MPI	mpz	thou	1213	2	noN	2		noŋ	482
BISU	bzi	thou	1213	2	naN	2		naŋ	483
JINO	jiu	thou	1213	2	n3	2		nə	484
LAHU	lhu	thou	1213	2	no	2		no	485
XIDE	iii	thou	1213	2	n3	2		nə	486
DAFANG	yig	thou	1213	2	na	2		na	487
LISU	lis	thou	1213	2	nu	2		nu	488
NUSU	nuf	thou	1213	2	5o	2		ɲo	489
ACHANG	acn	thou	1213	2	nuaN	2		nuaŋ	490
NAXI	nbf	thou	1213	2	nv	2		nv	491
BURMESE	mya	see	1409	57	mraN	1		mraŋ	492
ZAIWA	atb	see	1409	57	vu	3		vu	493
AKHA	ahk	see	1409	57	mo	1		mo	494
BIYUE	byo	see	1409	57	te	4		te	495
MPI	mpz	see	1409	57	my~oN	1		mʲoŋ	496
BISU	bzi	see	1409	57	hmy~aN	1		hmʲaŋ	497
JINO	jiu	see	1409	57	my~3	4		mʲə	498
LAHU	lhu	see	1409	57	ni	5		ni	499
XIDE	iii	see	1409	57	h3	3		hə	500
DAFANG	yig	see	1409	57	na	8		na	501
LISU	lis	see	1409	57	5i	5		ɲi	502
NUSU	nuf	see	1409	57	ru	3		ru	503
ACHANG	acn	see	1409	57	en	2		en	504
NAXI	nbf	see	1409	57	ly	7		lj	505
BURMESE	mya	hear	1408	58	kra	1		kra	506
ZAIWA	atb	hear	1408	58	ky~o	1		kʲo	507
AKHA	ahk	hear	1408	58	ga	1		ɡa	508
BIYUE	byo	hear	1408	58	nate	2		nate	509
MPI	mpz	hear	1408	58	ky~o	1		kʲo	510
BISU	bzi	hear	1408	58	ky~a	1		kʲa	511
JINO	jiu	hear	1408	58	nh~o to	2		ⁿʰo to	512
LAHU	lhu	hear	1408	58	na	2		na	513
XIDE	iii	hear	1408	58	hna	2		hna	514
DAFANG	yig	hear	1408	58	dy~u	1		dʲu	515
NANJIANG	ywt	hear	1408	58	ne	2		ne	516
LISU	lis	hear	1408	58	nalo	2		nalo	517
NUSU	nuf	hear	1408	58	hna	2		hna	518
ACHANG	acn	hear	1408	58	kZua	1		kʒua	519
NAXI	nbf	hear	1408	58	kh~omi	3		kʰomi	520
BURMESE	mya	bone	1394	31	arui	1		arui	521
ZAIWA	atb	bone	1394	31	Sovui	1		ʃovui	522
AKHA	ahk	bone	1394	31	sh~aye	1		sʰaje	523
BIYUE	byo	bone	1394	31	oyi	1		oji	524
MPI	mpz	bone	1394	31	o73	1		oʔə	525
BISU	bzi	bone	1394	31	aNgaw	1		aŋɡaw	526
JINO	jiu	bone	1394	31	So x3	1		ʃo xə	527
LAHU	lhu	bone	1394	31	omi7ki	2		omiʔki	528
XIDE	iii	bone	1394	31	vudu	1		vudu	529
DAFANG	yig	bone	1394	31	xox3	1		xoxə	530
NANJIANG	ywt	bone	1394	31	uda	3		uda	531
LISU	lis	bone	1394	31	oto	1		oto	532
NUSU	nuf	bone	1394	31	r3	1		rə	533
ACHANG	acn	bone	1394	31	aZau	1		aʒau	534
NAXI	nbf	bone	1394	31	Solo	1		ʃolo	535
BURMESE	mya	die	1494	61	siy	1		sij	536
ZAIWA	atb	die	1494	61	Si	1		ʃi	537
AKHA	ahk	die	1494	61	syh$i	1		sʲʰi	538
BIYUE	byo	die	1494	61	s3	1		sə	539
MPI	mpz	die	1494	61	si	1		si	540
BISU	bzi	die	1494	61	Si	1		ʃi	541
JINO	jiu	die	1494	61	Si	1		ʃi	542
LAHU	lhu	die	1494	61	s3	1		sə	543
XIDE	iii	die	1494	61	s3	1		sə	544
DAFANG	yig	die	1494	61	si	1		si	545
NANJIANG	ywt	die	1494	61	x3	1		xə	546
LISU	lis	die	1494	61	S3	1		ʃə	547
NUSU	nuf	die	1494	61	si	1		si	548
ACHANG	acn	die	1494	61	sa	1		sa	549
NAXI	nbf	die	1494	61	S3	1		ʃə	550
BURMESE	mya	road (path)	667	85	lam	1		lam	551
ZAIWA	atb	road (path)	667	85	khy$o	1		kʰʲo	552
AKHA	ahk	road (path)	667	85	gama	1		ɡama	553
BIYUE	byo	road (path)	667	85	yamo	1		jamo	554
MPI	mpz	road (path)	667	85	kokh~uN	1		kokʰuŋ	555
BISU	bzi	road (path)	667	85	kiba	1		kiba	556
JINO	jiu	road (path)	667	85	yo kh~o	1		jo kʰo	557
LAHU	lhu	road (path)	667	85	za7qo	1		zaʔqo	558
XIDE	iii	road (path)	667	85	gamo	1		ɡamo	559
DAFANG	yig	road (path)	667	85	dy~o	1		dʲo	560
NANJIANG	ywt	road (path)	667	85	goma	1		ɡoma	561
LISU	lis	road (path)	667	85	jagu	2		d͡ʒaɡu	562
NUSU	nuf	road (path)	667	85	kh~raph~ro*	3		kʰrapʰrõ	563
ACHANG	acn	road (path)	667	85	xamZua	1		xamʒua	564
NAXI	nbf	road (path)	667	85	z3gv	3		zəɡv	565
