DOCULECT	iso_code	CONCEPT	global_id	local_id	ASJP	cogid	notes	IPA	ID
TEXISTEPEC_ZOQUE	poq	eye	1248	40	eS ku7	2		eʃ_kuʔ	350
SOTEAPAN_ZOQUE	poi	eye	1248	40	iS kuy	2		iʃ_kuj	351
MARIA_CHIMALAPA	zoh	eye	1248	40	wit3m	3		witəm	352
MIGUEL_CHIMALAPA	zoh	eye	1248	40	wot3m	3		wotəm	353
CHIAPAS_ZOQUE	zoc	eye	1248	40	win	1		win	354
NORTH_HIGHLAND_MIXE	mto	nose	1221	41	h3p	1		həp	355
SOUTH_HIGHLAND_MIXE	mxp	nose	1221	41	h3p	1		həp	356
LOWLAND_MIXE	mco	nose	1221	41	h3p put	1		həp_put	357
SAYULA_POPOLUCA	pos	nose	1221	41	h3p	1		həp	358
OLUTA_POPOLUCA	plo	nose	1221	41	h3p3	2		həpə	359
TEXISTEPEC_ZOQUE	poq	nose	1221	41	ke5 kuy	3		keɲ_kuj	360
SOTEAPAN_ZOQUE	poi	nose	1221	41	ki5i	4		kiɲi	361
MARIA_CHIMALAPA	zoh	nose	1221	41	kin3	1		kinə	362
MIGUEL_CHIMALAPA	zoh	nose	1221	41	kin3k	4		kinək	363
CHIAPAS_ZOQUE	zoc	nose	1221	41	kin3	4		kinə	364
NORTH_HIGHLAND_MIXE	mto	mouth	674	42	ah	1		ah	365
LOWLAND_MIXE	mco	mouth	674	42	awak	1		awak	366
SAYULA_POPOLUCA	pos	mouth	674	42	ahw~	1		aʰʷ	367
OLUTA_POPOLUCA	plo	mouth	674	42	av3	1		avə	368
TEXISTEPEC_ZOQUE	poq	mouth	674	42	h3p	3		həp	369
SOTEAPAN_ZOQUE	poi	mouth	674	42	h3p	3		həp	370
MARIA_CHIMALAPA	zoh	mouth	674	42	h3p	3		həp	371
MIGUEL_CHIMALAPA	zoh	mouth	674	42	h3p	3		həp	372
CHIAPAS_ZOQUE	zoc	mouth	674	42	aNnaka	2		aŋnaka	373
NORTH_HIGHLAND_MIXE	mto	tooth	1380	43	t3c	1		tət͡s	374
SOUTH_HIGHLAND_MIXE	mxp	tooth	1380	43	t3c	1		tət͡s	375
LOWLAND_MIXE	mco	tooth	1380	43	t3c	1		tət͡s	376
SAYULA_POPOLUCA	pos	tooth	1380	43	t3c	1		tət͡s	377
OLUTA_POPOLUCA	plo	tooth	1380	43	t3c3	1		tət͡sə	378
TEXISTEPEC_ZOQUE	poq	tooth	1380	43	t3c	1		tət͡s	379
SOTEAPAN_ZOQUE	poi	tooth	1380	43	t3c	1		tət͡s	380
MARIA_CHIMALAPA	zoh	tooth	1380	43	t3c	1		tət͡s	381
MIGUEL_CHIMALAPA	zoh	tooth	1380	43	t3c	1		tət͡s	382
CHIAPAS_ZOQUE	zoc	tooth	1380	43	t3c	1		tət͡s	383
NORTH_HIGHLAND_MIXE	mto	tongue	1205	44	toc	1		tot͡s	384
SOUTH_HIGHLAND_MIXE	mxp	tongue	1205	44	toc	1		tot͡s	385
LOWLAND_MIXE	mco	tongue	1205	44	toc	1		tot͡s	386
SAYULA_POPOLUCA	pos	tongue	1205	44	toc	1		tot͡s	387
OLUTA_POPOLUCA	plo	tongue	1205	44	toc3	1		tot͡sə	388
SOTEAPAN_ZOQUE	poi	tongue	1205	44	toc	1		tot͡s	389
MARIA_CHIMALAPA	zoh	tongue	1205	44	yen kuy	2		jen_kuj	390
MIGUEL_CHIMALAPA	zoh	tongue	1205	44	toc	1		tot͡s	391
CHIAPAS_ZOQUE	zoc	tongue	1205	44	toc	1		tot͡s	392
NORTH_HIGHLAND_MIXE	mto	claw	72	45	S3k	1		ʃək	393
SOUTH_HIGHLAND_MIXE	mxp	claw	72	45	Soky	1		ʃokj	394
LOWLAND_MIXE	mco	claw	72	45	Soky	1		ʃokj	395
SAYULA_POPOLUCA	pos	claw	72	45	Sok	1		ʃok	396
OLUTA_POPOLUCA	plo	claw	72	45	Soki	1		ʃoki	397
TEXISTEPEC_ZOQUE	poq	claw	72	45	k37 cuks	2		kəʔ_t͡suks	398
SOTEAPAN_ZOQUE	poi	claw	72	45	k3c3s	2		kət͡səs	399
MARIA_CHIMALAPA	zoh	claw	72	45	k3cus	2		kət͡sus	400
MIGUEL_CHIMALAPA	zoh	claw	72	45	k3cuS	2		kət͡suʃ	401
CHIAPAS_ZOQUE	zoc	claw	72	45	k3Cus	2		kət͡ʃus	402
NORTH_HIGHLAND_MIXE	mto	foot	1301	46	tek	1		tek	403
SOUTH_HIGHLAND_MIXE	mxp	foot	1301	46	teky	1		tekj	404
LOWLAND_MIXE	mco	foot	1301	46	teky	1		tekj	405
SAYULA_POPOLUCA	pos	foot	1301	46	tan	2		tan	406
OLUTA_POPOLUCA	plo	foot	1301	46	k3Sta	3		kəʃta	407
TEXISTEPEC_ZOQUE	poq	foot	1301	46	pak	5		pak	408
SOTEAPAN_ZOQUE	poi	foot	1301	46	puy	6		puj	409
MARIA_CHIMALAPA	zoh	foot	1301	46	maN kuy	7		maŋ_kuj	410
MIGUEL_CHIMALAPA	zoh	foot	1301	46	maN kuy7	7		maŋ_kujʔ	411
CHIAPAS_ZOQUE	zoc	foot	1301	46	neN bak	4		neŋ_bak	412
NORTH_HIGHLAND_MIXE	mto	knee	1371	47	koS	1		koʃ	413
SOUTH_HIGHLAND_MIXE	mxp	knee	1371	47	koS	1		koʃ	414
LOWLAND_MIXE	mco	knee	1371	47	koSkowak	1		koʃkowak	415
SAYULA_POPOLUCA	pos	knee	1371	47	koSk	1		koʃk	416
OLUTA_POPOLUCA	plo	knee	1371	47	koSo	1		koʃo	417
TEXISTEPEC_ZOQUE	poq	knee	1371	47	koso	1		koso	418
SOTEAPAN_ZOQUE	poi	knee	1371	47	koso	1		koso	419
MARIA_CHIMALAPA	zoh	knee	1371	47	koma	2		koma	420
MIGUEL_CHIMALAPA	zoh	knee	1371	47	koma7	2		komaʔ	421
CHIAPAS_ZOQUE	zoc	knee	1371	47	tuNupyok	3		tuŋupjok	422
NORTH_HIGHLAND_MIXE	mto	hand	1277	48	k373	1		kəʔə	423
SOUTH_HIGHLAND_MIXE	mxp	hand	1277	48	k373	1		kəʔə	424
LOWLAND_MIXE	mco	hand	1277	48	k37	1		kəʔ	425
SAYULA_POPOLUCA	pos	hand	1277	48	k37	1		kəʔ	426
OLUTA_POPOLUCA	plo	hand	1277	48	k37	1		kəʔ	427
TEXISTEPEC_ZOQUE	poq	hand	1277	48	k37	1		kəʔ	428
SOTEAPAN_ZOQUE	poi	hand	1277	48	k3	1		kə	429
MARIA_CHIMALAPA	zoh	hand	1277	48	k37	1		kəʔ	430
MIGUEL_CHIMALAPA	zoh	hand	1277	48	caN kuy7	2		t͡saŋ_kujʔ	431
CHIAPAS_ZOQUE	zoc	hand	1277	48	k37	1		kəʔ	432
NORTH_HIGHLAND_MIXE	mto	neck	1333	50	yokt	1		jokt	433
SOUTH_HIGHLAND_MIXE	mxp	neck	1333	50	yokt	1		jokt	434
LOWLAND_MIXE	mco	neck	1333	50	yo7ok pak	1		joʔok_pak	435
SAYULA_POPOLUCA	pos	neck	1333	50	yok	1		jok	436
TEXISTEPEC_ZOQUE	poq	neck	1333	50	k3n k37	2		kən_kəʔ	437
MIGUEL_CHIMALAPA	zoh	neck	1333	50	wintu7	3		wintuʔ	438
CHIAPAS_ZOQUE	zoc	neck	1333	50	k3n3	2		kənə	439
NORTH_HIGHLAND_MIXE	mto	heart	1223	52	havin	1		havin	440
SOUTH_HIGHLAND_MIXE	mxp	heart	1223	52	anm3 ha7an	4		anmə_haʔan	441
LOWLAND_MIXE	mco	heart	1223	52	huky hot	2		hukj_hot	442
OLUTA_POPOLUCA	plo	heart	1223	52	hutukot3	2		hutukotə	443
TEXISTEPEC_ZOQUE	poq	heart	1223	52	coko7	3		t͡sokoʔ	444
SOTEAPAN_ZOQUE	poi	heart	1223	52	anamah	4		anamah	445
MARIA_CHIMALAPA	zoh	heart	1223	52	cokoy	3		t͡sokoj	446
MIGUEL_CHIMALAPA	zoh	heart	1223	52	cokoy7	3		t͡sokojʔ	447
CHIAPAS_ZOQUE	zoc	heart	1223	52	cokay	3		t͡sokaj	448
NORTH_HIGHLAND_MIXE	mto	liver	1224	53	n3 hot	1		nə_hot	449
SOUTH_HIGHLAND_MIXE	mxp	liver	1224	53	hot	1		hot	450
LOWLAND_MIXE	mco	liver	1224	53	hot	1		hot	451
SAYULA_POPOLUCA	pos	liver	1224	53	hot	1		hot	452
OLUTA_POPOLUCA	plo	liver	1224	53	t3shot3	1		təshotə	453
TEXISTEPEC_ZOQUE	poq	liver	1224	53	coko7	1		t͡sokoʔ	454
SOTEAPAN_ZOQUE	poi	liver	1224	53	cogoy	1		t͡soɡoj	455
MARIA_CHIMALAPA	zoh	liver	1224	53	cokoy	1		t͡sokoj	456
MIGUEL_CHIMALAPA	zoh	liver	1224	53	pat	2		pat	457
CHIAPAS_ZOQUE	zoc	liver	1224	53	pat	2		pat	458
NORTH_HIGHLAND_MIXE	mto	drink	1401	54	uk	1		uk	459
SOUTH_HIGHLAND_MIXE	mxp	drink	1401	54	uk	1		uk	460
LOWLAND_MIXE	mco	drink	1401	54	uk	1		uk	461
SAYULA_POPOLUCA	pos	drink	1401	54	uk	1	also: u7k	uk	462
OLUTA_POPOLUCA	plo	drink	1401	54	uk	1		uk	463
TEXISTEPEC_ZOQUE	poq	drink	1401	54	uk	1		uk	464
SOTEAPAN_ZOQUE	poi	drink	1401	54	uk	1		uk	465
MARIA_CHIMALAPA	zoh	drink	1401	54	uk	1		uk	466
MIGUEL_CHIMALAPA	zoh	drink	1401	54	uk	1		uk	467
CHIAPAS_ZOQUE	zoc	drink	1401	54	uhk	1		uhk	468
NORTH_HIGHLAND_MIXE	mto	eat	1336	55	kay	2		kaj	469
SOUTH_HIGHLAND_MIXE	mxp	eat	1336	55	kEy	2		kɛj	470
LOWLAND_MIXE	mco	eat	1336	55	kay	2		kaj	471
SAYULA_POPOLUCA	pos	eat	1336	55	kay	2		kaj	472
OLUTA_POPOLUCA	plo	eat	1336	55	kay	2		kaj	473
TEXISTEPEC_ZOQUE	poq	eat	1336	55	k373s	3		kəʔəs	474
SOTEAPAN_ZOQUE	poi	eat	1336	55	k373s	3		kəʔəs	475
MARIA_CHIMALAPA	zoh	eat	1336	55	k3s oy	3		kəs_oj	476
MIGUEL_CHIMALAPA	zoh	eat	1336	55	k3S	3		kəʃ	477
CHIAPAS_ZOQUE	zoc	eat	1336	55	k3s	3		kəs	478
NORTH_HIGHLAND_MIXE	mto	bite	1403	56	cu7uc	1		t͡suʔut͡s	479
SOUTH_HIGHLAND_MIXE	mxp	bite	1403	56	cu7uc	1		t͡suʔut͡s	480
LOWLAND_MIXE	mco	bite	1403	56	noc	2		not͡s	481
SAYULA_POPOLUCA	pos	bite	1403	56	kuto7	3		kutoʔ	482
OLUTA_POPOLUCA	plo	bite	1403	56	cuc	4		t͡sut͡s	483
TEXISTEPEC_ZOQUE	poq	bite	1403	56	kec	5		ket͡s	484
SOTEAPAN_ZOQUE	poi	bite	1403	56	was	6		was	485
MIGUEL_CHIMALAPA	zoh	bite	1403	56	waS	6		waʃ	486
CHIAPAS_ZOQUE	zoc	bite	1403	56	kec	5		ket͡s	487
NORTH_HIGHLAND_MIXE	mto	see	1409	57	iS	1		iʃ	488
SOUTH_HIGHLAND_MIXE	mxp	see	1409	57	eS	1		eʃ	489
LOWLAND_MIXE	mco	see	1409	57	iS	1		iʃ	490
SAYULA_POPOLUCA	pos	see	1409	57	iS	1	also: e7p	iʃ	491
TEXISTEPEC_ZOQUE	poq	see	1409	57	eS	1		eʃ	492
SOTEAPAN_ZOQUE	poi	see	1409	57	i7iS	1		iʔiʃ	493
MARIA_CHIMALAPA	zoh	see	1409	57	is	1		is	494
MIGUEL_CHIMALAPA	zoh	see	1409	57	iS	1		iʃ	495
CHIAPAS_ZOQUE	zoc	see	1409	57	is	1		is	496
NORTH_HIGHLAND_MIXE	mto	hear	1408	58	motu	1		motu	497
SOUTH_HIGHLAND_MIXE	mxp	hear	1408	58	m3to	1		məto	498
LOWLAND_MIXE	mco	hear	1408	58	m3dogug37	1		mədoɡuɡəʔ	499
SAYULA_POPOLUCA	pos	hear	1408	58	maraw	1		maraw	500
OLUTA_POPOLUCA	plo	hear	1408	58	motov	1		motov	501
TEXISTEPEC_ZOQUE	poq	hear	1408	58	bat3N	1		batəŋ	502
SOTEAPAN_ZOQUE	poi	hear	1408	58	aN t3n	2		aŋ_tən	503
MARIA_CHIMALAPA	zoh	hear	1408	58	matoN	1		matoŋ	504
MIGUEL_CHIMALAPA	zoh	hear	1408	58	matoN	1		matoŋ	505
CHIAPAS_ZOQUE	zoc	hear	1408	58	matoN	1		matoŋ	506
NORTH_HIGHLAND_MIXE	mto	know	1410	59	n3hava	1		nəhava	507
SOUTH_HIGHLAND_MIXE	mxp	know	1410	59	naw	1		naw	508
LOWLAND_MIXE	mco	know	1410	59	new3y	2		newəj	509
SAYULA_POPOLUCA	pos	know	1410	59	hawi	2		hawi	510
OLUTA_POPOLUCA	plo	know	1410	59	viniy	2		vinij	511
TEXISTEPEC_ZOQUE	poq	know	1410	59	bus	3		bus	512
SOTEAPAN_ZOQUE	poi	know	1410	59	hodoN	4		hodoŋ	513
MARIA_CHIMALAPA	zoh	know	1410	59	mus	3		mus	514
MIGUEL_CHIMALAPA	zoh	know	1410	59	muS	3		muʃ	515
CHIAPAS_ZOQUE	zoc	know	1410	59	mus	3		mus	516
NORTH_HIGHLAND_MIXE	mto	sleep	1585	60	ma7a	1		maʔa	517
SOUTH_HIGHLAND_MIXE	mxp	sleep	1585	60	ma7a	1		maʔa	518
LOWLAND_MIXE	mco	sleep	1585	60	ma7	1		maʔ	519
SAYULA_POPOLUCA	pos	sleep	1585	60	ma7	1	also: ma	maʔ	520
OLUTA_POPOLUCA	plo	sleep	1585	60	ma	1	also: mah	ma	521
TEXISTEPEC_ZOQUE	poq	sleep	1585	60	boN	3		boŋ	522
SOTEAPAN_ZOQUE	poi	sleep	1585	60	moN	3		moŋ	523
MARIA_CHIMALAPA	zoh	sleep	1585	60	moN	3		moŋ	524
MIGUEL_CHIMALAPA	zoh	sleep	1585	60	kap ney	4		kap_nej	525
CHIAPAS_ZOQUE	zoc	sleep	1585	60	3N	2		əŋ	526
NORTH_HIGHLAND_MIXE	mto	die	1494	61	o7k	1		oʔk	527
SOUTH_HIGHLAND_MIXE	mxp	die	1494	61	ok	1		ok	528
LOWLAND_MIXE	mco	die	1494	61	o7ok	1		oʔok	529
SAYULA_POPOLUCA	pos	die	1494	61	o7k	1		oʔk	530
OLUTA_POPOLUCA	plo	die	1494	61	ok	1		ok	531
TEXISTEPEC_ZOQUE	poq	die	1494	61	ka7	2		kaʔ	532
SOTEAPAN_ZOQUE	poi	die	1494	61	ka7	2		kaʔ	533
MARIA_CHIMALAPA	zoh	die	1494	61	kah	2		kah	534
MIGUEL_CHIMALAPA	zoh	die	1494	61	ka7	2		kaʔ	535
CHIAPAS_ZOQUE	zoc	die	1494	61	ka7	2		kaʔ	536
NORTH_HIGHLAND_MIXE	mto	kill	1417	62	yak 7ok	1		jak_ʔok	537
SOUTH_HIGHLAND_MIXE	mxp	kill	1417	62	Ek ok	1		ɛk_ok	538
LOWLAND_MIXE	mco	kill	1417	62	yah o7ok	1		jah_oʔok	539
SAYULA_POPOLUCA	pos	kill	1417	62	ag o7k	1		aɡ_oʔk	540
OLUTA_POPOLUCA	plo	kill	1417	62	yak ok	1		jak_ok	541
TEXISTEPEC_ZOQUE	poq	kill	1417	62	yaka7	2		jakaʔ	542
SOTEAPAN_ZOQUE	poi	kill	1417	62	ik ka7	2		ik_kaʔ	543
MARIA_CHIMALAPA	zoh	kill	1417	62	yak kah	2		jak_kah	544
MIGUEL_CHIMALAPA	zoh	kill	1417	62	yak 7oy	3		jak_ʔoj	545
CHIAPAS_ZOQUE	zoc	kill	1417	62	yah ka7	2		jah_kaʔ	546
NORTH_HIGHLAND_MIXE	mto	swim	1439	63	n3 vun	1		nə_vun	547
SOUTH_HIGHLAND_MIXE	mxp	swim	1439	63	n3 yum	3		nə_jum	548
LOWLAND_MIXE	mco	swim	1439	63	yab	2		jab	549
SAYULA_POPOLUCA	pos	swim	1439	63	yun	3		jun	550
OLUTA_POPOLUCA	plo	swim	1439	63	yun	3		jun	551
TEXISTEPEC_ZOQUE	poq	swim	1439	63	p3n	5		pən	552
SOTEAPAN_ZOQUE	poi	swim	1439	63	pun	5		pun	553
MARIA_CHIMALAPA	zoh	swim	1439	63	yun	3		jun	554
MIGUEL_CHIMALAPA	zoh	swim	1439	63	yuk	6		juk	555
CHIAPAS_ZOQUE	zoc	swim	1439	63	hemu	4		hemu	556
NORTH_HIGHLAND_MIXE	mto	walk	1443	65	yo7oy	1		joʔoj	557
SOUTH_HIGHLAND_MIXE	mxp	walk	1443	65	yo7oy	1		joʔoj	558
LOWLAND_MIXE	mco	walk	1443	65	yo7oy	1		joʔoj	559
SAYULA_POPOLUCA	pos	walk	1443	65	yoy	1		joj	560
OLUTA_POPOLUCA	plo	walk	1443	65	vit	2		vit	561
TEXISTEPEC_ZOQUE	poq	walk	1443	65	weC	2		wet͡ʃ	562
SOTEAPAN_ZOQUE	poi	walk	1443	65	wity~	2		witʲ	563
MIGUEL_CHIMALAPA	zoh	walk	1443	65	wit	2	also: tuN 7ah	wit	564
CHIAPAS_ZOQUE	zoc	walk	1443	65	wit	2		wit	565
NORTH_HIGHLAND_MIXE	mto	come	1446	66	mec	1		met͡s	566
SOUTH_HIGHLAND_MIXE	mxp	come	1446	66	men	2		men	567
LOWLAND_MIXE	mco	come	1446	66	min	2		min	568
SAYULA_POPOLUCA	pos	come	1446	66	min	2		min	569
OLUTA_POPOLUCA	plo	come	1446	66	min	2		min	570
TEXISTEPEC_ZOQUE	poq	come	1446	66	be5	2		beɲ	571
SOTEAPAN_ZOQUE	poi	come	1446	66	mi5	2		miɲ	572
MARIA_CHIMALAPA	zoh	come	1446	66	min	2		min	573
MIGUEL_CHIMALAPA	zoh	come	1446	66	min	2		min	574
CHIAPAS_ZOQUE	zoc	come	1446	66	min	2		min	575
NORTH_HIGHLAND_MIXE	mto	lie	1411	67	mava	1		mava	576
SOUTH_HIGHLAND_MIXE	mxp	lie	1411	67	ko7ok	2		koʔok	577
LOWLAND_MIXE	mco	lie	1411	67	ko7ok	2		koʔok	578
SAYULA_POPOLUCA	pos	lie	1411	67	k3mna	3		kəmna	579
OLUTA_POPOLUCA	plo	lie	1411	67	Sok	4		ʃok	580
TEXISTEPEC_ZOQUE	poq	lie	1411	67	kas de7	5		kas_deʔ	581
SOTEAPAN_ZOQUE	poi	lie	1411	67	wone7e	6		woneʔe	582
MARIA_CHIMALAPA	zoh	lie	1411	67	moN k3take	7		moŋ_kətake	583
MIGUEL_CHIMALAPA	zoh	lie	1411	67	moN	7		moŋ	584
CHIAPAS_ZOQUE	zoc	lie	1411	67	3kgek	8		əkɡek	585
NORTH_HIGHLAND_MIXE	mto	sit	1416	68	cuna	1		t͡suna	586
SOUTH_HIGHLAND_MIXE	mxp	sit	1416	68	c3n	1		t͡sən	587
LOWLAND_MIXE	mco	sit	1416	68	iny3y	2	also: iStak	injəj	588
SAYULA_POPOLUCA	pos	sit	1416	68	c3na	1		t͡səna	589
OLUTA_POPOLUCA	plo	sit	1416	68	huni	3		huni	590
TEXISTEPEC_ZOQUE	poq	sit	1416	68	kon	5		kon	591
SOTEAPAN_ZOQUE	poi	sit	1416	68	ko5	5		koɲ	592
MARIA_CHIMALAPA	zoh	sit	1416	68	c3nay	1		t͡sənaj	593
MIGUEL_CHIMALAPA	zoh	sit	1416	68	c3n	1		t͡sən	594
CHIAPAS_ZOQUE	zoc	sit	1416	68	poks	4		poks	595
NORTH_HIGHLAND_MIXE	mto	stand	1442	69	tena	1		tena	596
SOUTH_HIGHLAND_MIXE	mxp	stand	1442	69	t3nEy	1		tənɛj	597
LOWLAND_MIXE	mco	stand	1442	69	tenay	1		tenaj	598
SAYULA_POPOLUCA	pos	stand	1442	69	tena	1		tena	599
OLUTA_POPOLUCA	plo	stand	1442	69	teniy	1		tenij	600
TEXISTEPEC_ZOQUE	poq	stand	1442	69	hop de7	2		hop_deʔ	601
SOTEAPAN_ZOQUE	poi	stand	1442	69	te5	1		teɲ	602
MIGUEL_CHIMALAPA	zoh	stand	1442	69	ten	1	also: maN ney	ten	603
CHIAPAS_ZOQUE	zoc	stand	1442	69	tenay	1		tenaj	604
NORTH_HIGHLAND_MIXE	mto	give	1447	70	m373	1		məʔə	605
SOUTH_HIGHLAND_MIXE	mxp	give	1447	70	yak	3		jak	606
LOWLAND_MIXE	mco	give	1447	70	mo7	1		moʔ	607
SAYULA_POPOLUCA	pos	give	1447	70	moy	1	also: mo7	moj	608
OLUTA_POPOLUCA	plo	give	1447	70	moy	1	also: mo7	moj	609
TEXISTEPEC_ZOQUE	poq	give	1447	70	Ce7	2		t͡ʃeʔ	610
SOTEAPAN_ZOQUE	poi	give	1447	70	Ci7	2		t͡ʃiʔ	611
MARIA_CHIMALAPA	zoh	give	1447	70	ci7	2		t͡siʔ	612
MIGUEL_CHIMALAPA	zoh	give	1447	70	ci7	2		t͡siʔ	613
CHIAPAS_ZOQUE	zoc	give	1447	70	Ci7	2		t͡ʃiʔ	614
NORTH_HIGHLAND_MIXE	mto	say	1458	71	va7a5	1		vaʔaɲ	615
SOUTH_HIGHLAND_MIXE	mxp	say	1458	71	n3 kapS	5		nə_kapʃ	616
LOWLAND_MIXE	mco	say	1458	71	m3nan	2		mənan	617
SAYULA_POPOLUCA	pos	say	1458	71	n3m	4		nəm	618
OLUTA_POPOLUCA	plo	say	1458	71	n3m	4		nəm	619
TEXISTEPEC_ZOQUE	poq	say	1458	71	d3m	4		dəm	620
SOTEAPAN_ZOQUE	poi	say	1458	71	n3m	4		nəm	621
MARIA_CHIMALAPA	zoh	say	1458	71	n3m	4		nəm	622
MIGUEL_CHIMALAPA	zoh	say	1458	71	n3m	4		nəm	623
CHIAPAS_ZOQUE	zoc	say	1458	71	n3m	4		nəm	624
NORTH_HIGHLAND_MIXE	mto	sun	1343	72	S3	1		ʃə	625
SOUTH_HIGHLAND_MIXE	mxp	sun	1343	72	S37an	1		ʃəʔan	626
LOWLAND_MIXE	mco	sun	1343	72	S3	1		ʃə	627
SAYULA_POPOLUCA	pos	sun	1343	72	S3w	1		ʃəw	628
OLUTA_POPOLUCA	plo	sun	1343	72	S3v3	1		ʃəvə	629
TEXISTEPEC_ZOQUE	poq	sun	1343	72	ham	2		ham	630
SOTEAPAN_ZOQUE	poi	sun	1343	72	hama	2		hama	631
MARIA_CHIMALAPA	zoh	sun	1343	72	hama	2		hama	632
MIGUEL_CHIMALAPA	zoh	sun	1343	72	hama	2		hama	633
CHIAPAS_ZOQUE	zoc	sun	1343	72	hama	2		hama	634
NORTH_HIGHLAND_MIXE	mto	moon	1313	73	po7o	1		poʔo	635
SOUTH_HIGHLAND_MIXE	mxp	moon	1313	73	po7o	1		poʔo	636
LOWLAND_MIXE	mco	moon	1313	73	po7	1		poʔ	637
SAYULA_POPOLUCA	pos	moon	1313	73	po7	1		poʔ	638
OLUTA_POPOLUCA	plo	moon	1313	73	po7a	1		poʔa	639
TEXISTEPEC_ZOQUE	poq	moon	1313	73	poy	1		poj	640
SOTEAPAN_ZOQUE	poi	moon	1313	73	poya	1		poja	641
MARIA_CHIMALAPA	zoh	moon	1313	73	sepe7	2		sepeʔ	642
MIGUEL_CHIMALAPA	zoh	moon	1313	73	Sepe7	2		ʃepeʔ	643
CHIAPAS_ZOQUE	zoc	moon	1313	73	poyah	1		pojah	644
NORTH_HIGHLAND_MIXE	mto	star	1430	74	maca	1		mat͡sa	645
SOUTH_HIGHLAND_MIXE	mxp	star	1430	74	maca7a	1		mat͡saʔa	646
LOWLAND_MIXE	mco	star	1430	74	maca7	1		mat͡saʔ	647
SAYULA_POPOLUCA	pos	star	1430	74	mac	1		mat͡s	648
OLUTA_POPOLUCA	plo	star	1430	74	maca7a7k	1		mat͡saʔaʔk	649
TEXISTEPEC_ZOQUE	poq	star	1430	74	baca7	1		bat͡saʔ	650
SOTEAPAN_ZOQUE	poi	star	1430	74	maca	1		mat͡sa	651
MARIA_CHIMALAPA	zoh	star	1430	74	maca7	1		mat͡saʔ	652
MIGUEL_CHIMALAPA	zoh	star	1430	74	maca7	1		mat͡saʔ	653
CHIAPAS_ZOQUE	zoc	star	1430	74	maca	1		mat͡sa	654
NORTH_HIGHLAND_MIXE	mto	water	948	75	n3	1		nə	655
SOUTH_HIGHLAND_MIXE	mxp	water	948	75	n3h	1		nəh	656
LOWLAND_MIXE	mco	water	948	75	n3	1		nə	657
SAYULA_POPOLUCA	pos	water	948	75	n37	1		nəʔ	658
OLUTA_POPOLUCA	plo	water	948	75	n3h3	1		nəhə	659
TEXISTEPEC_ZOQUE	poq	water	948	75	d37	1		dəʔ	660
SOTEAPAN_ZOQUE	poi	water	948	75	n3	1		nə	661
MARIA_CHIMALAPA	zoh	water	948	75	n37	1		nəʔ	662
MIGUEL_CHIMALAPA	zoh	water	948	75	n37	1		nəʔ	663
CHIAPAS_ZOQUE	zoc	water	948	75	n37	1		nəʔ	664
NORTH_HIGHLAND_MIXE	mto	rain	658	76	tu	1		tu	665
SOUTH_HIGHLAND_MIXE	mxp	rain	658	76	tuh	1		tuh	666
LOWLAND_MIXE	mco	rain	658	76	tu	1		tu	667
SAYULA_POPOLUCA	pos	rain	658	76	tu	1		tu	668
OLUTA_POPOLUCA	plo	rain	658	76	tuh3	1		tuhə	669
TEXISTEPEC_ZOQUE	poq	rain	658	76	tuh	1		tuh	670
SOTEAPAN_ZOQUE	poi	rain	658	76	tuh	1		tuh	671
MARIA_CHIMALAPA	zoh	rain	658	76	tuh	1		tuh	672
MIGUEL_CHIMALAPA	zoh	rain	658	76	tuh	1		tuh	673
CHIAPAS_ZOQUE	zoc	rain	658	76	tuh	1		tuh	674
NORTH_HIGHLAND_MIXE	mto	stone	857	77	ca	1		t͡sa	675
SOUTH_HIGHLAND_MIXE	mxp	stone	857	77	cah	1		t͡sah	676
LOWLAND_MIXE	mco	stone	857	77	ca	1		t͡sa	677
SAYULA_POPOLUCA	pos	stone	857	77	ca7	1		t͡saʔ	678
OLUTA_POPOLUCA	plo	stone	857	77	cah3	1		t͡sahə	679
TEXISTEPEC_ZOQUE	poq	stone	857	77	ca7	1		t͡saʔ	680
SOTEAPAN_ZOQUE	poi	stone	857	77	ca	1		t͡sa	681
MARIA_CHIMALAPA	zoh	stone	857	77	ca7	1		t͡saʔ	682
MIGUEL_CHIMALAPA	zoh	stone	857	77	ca7	1		t͡saʔ	683
CHIAPAS_ZOQUE	zoc	stone	857	77	ca7	1		t͡saʔ	684
NORTH_HIGHLAND_MIXE	mto	sand	671	78	pu7u	1		puʔu	685
SOUTH_HIGHLAND_MIXE	mxp	sand	671	78	pu7u	1		puʔu	686
LOWLAND_MIXE	mco	sand	671	78	pu7	1		puʔ	687
SAYULA_POPOLUCA	pos	sand	671	78	poy	1		poj	688
OLUTA_POPOLUCA	plo	sand	671	78	pu73	1		puʔə	689
TEXISTEPEC_ZOQUE	poq	sand	671	78	po7oy	1		poʔoj	690
SOTEAPAN_ZOQUE	poi	sand	671	78	po7oy	1		poʔoj	691
MARIA_CHIMALAPA	zoh	sand	671	78	hawe7	3		haweʔ	692
MIGUEL_CHIMALAPA	zoh	sand	671	78	poe7	1		poeʔ	693
CHIAPAS_ZOQUE	zoc	sand	671	78	wana	2		wana	694
NORTH_HIGHLAND_MIXE	mto	earth	1228	79	naS	1		naʃ	695
